,game_name,platform,main_genre,develeoper,publisher,max_players,online_game,release_year,release_month,rating,meta_score,user_score,critic_positive_normelize,user_positive_normelize,exclusive_game,publisher_labeled,develeoper_labeled,main_genres_labeled,platform_labeled
6882,Grey Goo,PC,General,Petroglyph,Grey Box,1,0,2015,1,3,0.75,0.7553191489361704,0.7555555555555555,0.5915492957746479,1,622,2167,5,34
6883,The Adventures of Shuggy,Xbox,General,Smudged Cat Games,Valcon Games,2,1,2011,6,1,0.75,0.8404255319148937,0.76,0.9090909090909091,1,1543,2686,5,48
6884,Xenonauts,PC,General,Gamethunks,Goldhawk Interactive,1,0,2011,11,3,0.75,0.797872340425532,0.7142857142857143,0.7164948453608248,1,604,1133,5,34
6885,Magic: The Gathering - Duels of the Planeswalkers 2012,"PC, PlayStation",Miscellaneous,Stainless Games,Wizards of the Coast,1,0,2011,6,3,0.7329545454545454,0.6276595744680852,0.55,0.39418859649122806,0,1605,2762,6,35
6886,Hitman - Intro Pack,PlayStation,General,Io Interactive,Square Enix,1,0,2016,3,3,0.75,0.5319148936170214,0.7246376811594203,0.4384057971014493,1,1354,1444,5,42
6887,Forza Horizon 4: LEGO Speed Champions,Xbox,Racing,Playground Games,Xbox Game Studios,1,0,2019,6,1,0.75,0.5957446808510639,0.7142857142857143,0.49206349206349204,1,1618,2230,8,48
6888,Aviary Attorney,PC,Adventure,Sketchy Logic,Sketchy Logic,1,0,2015,12,3,0.75,0.7446808510638299,0.6666666666666666,0.6153846153846154,1,1304,2650,2,34
6889,La-Mulana EX,PlayStation,Action,Pygmy Studio,Rising Star Games,1,0,2015,3,3,0.75,0.797872340425532,0.6875,0.5714285714285714,1,1214,2312,0,42
6890,Uno Rush,Xbox,Miscellaneous,Carbonated Games,Microsoft Game Studios,4,1,2009,3,1,0.75,0.7340425531914895,0.75,0.3333333333333333,1,888,510,6,48
6891,Perimeter,PC,General,K-D Lab,Codemasters,4,1,2004,6,1,0.75,0.8510638297872343,0.6923076923076923,0.72,1,287,1506,5,34
6892,Romance of the Three Kingdoms VIII,PlayStation,Strategy,Koei,Koei,8,1,2003,8,1,0.75,0.872340425531915,0.5714285714285714,0.85,1,787,1561,14,42
6893,Outlaw Volleyball,Xbox,Sports,Hypnotix,Simon & Schuster,4,1,2003,7,4,0.75,0.7553191489361704,0.7272727272727273,0.75,1,1298,1352,13,48
6894,Mega Man Battle Network 3 White,Nintendo,Role-Playing,Capcom,Capcom,2,0,2003,6,1,0.75,0.8936170212765958,0.6875,0.8679245283018868,1,240,502,9,0
6895,RalliSport Challenge,PC,Racing,Digital Illusions,Microsoft Game Studios,4,1,2002,11,1,0.75,0.7021276595744682,0.8571428571428571,0.5333333333333333,1,888,796,8,34
6896,Mech Platoon,Nintendo,Strategy,Will,Kemco,4,1,2002,1,1,0.75,0.7765957446808511,0.5714285714285714,0.8,1,775,3280,14,0
6897,Makai Kingdom: Chronicles of the Sacred Tome,PlayStation,Role-Playing,Nippon Ichi Software,NIS America,1,0,2005,7,3,0.75,0.872340425531915,0.6829268292682927,0.6923076923076923,1,947,1991,9,42
6898,Broken Sword 5: The Serpent's Curse,Xbox,General,Revolution Software,Revolution Software,1,0,2015,9,3,0.75,0.7127659574468086,0.6666666666666666,0.55,1,1207,2435,5,48
