,game_name,platform,main_genre,develeoper,publisher,max_players,online_game,release_year,release_month,rating,meta_score,user_score,critic_positive_normelize,user_positive_normelize,exclusive_game,publisher_labeled,develeoper_labeled,main_genres_labeled,platform_labeled
710,Coded Arms,PlayStation,Action,Konami,Konami,4,1,2005,7,3,0.5454545454545455,0.6595744680851064,0.07142857142857142,0.30308078482361334,1,507,1017,0,39
711,Killzone HD,PlayStation,Action,Guerrilla,SCEA,16,1,2012,10,4,0.5454545454545455,0.6595744680851064,0.05555555555555555,0.33556686715275214,1,768,802,0,39
712,Super Monkey Ball: Step & Roll,Wii,Action,Sega,Sega,1,0,2010,2,1,0.5454545454545455,0.6914893617021277,0.05555555555555555,0.13480484191409903,1,791,1641,0,43
713,Bright Memory: Infinite,Nintendo,Action,FYQD-Studio,Playism,1,0,2022,7,4,0.5454545454545455,0.6702127659574468,0.2727272727272727,0.0595403676606395,1,706,634,0,0
714,RPG Maker MV,Nintendo,Miscellaneous,Kadokawa,NIS America,1,0,2020,9,2,0.5454545454545455,0.7765957446808511,0.14285714285714285,0.15751894694854407,1,608,988,6,0
715,Drug Dealer Simulator,PC,Simulation,Byterunners Game Studio,Movie Games S.A.,1,0,2020,4,3,0.5454545454545455,0.6808510638297873,0.1111111111111111,0.22426223177549925,1,596,306,12,31
716,Darksiders III: Keepers of the Void,PlayStation,Action Adventure,Gunfire Games,THQ Nordic,1,0,2019,7,4,0.5454545454545455,0.23404255319148942,0.18181818181818182,0.013664690840262566,1,876,805,1,39
717,Coffee Crisis,Nintendo,Action,Mega Cat Studios,Mega Cat Studios,2,0,2018,11,3,0.5454545454545455,0.4255319148936171,0.2222222222222222,0.015110005739429883,1,559,1147,0,0
718,X4: Foundations,PC,General,Egosoft,Egosoft,1,0,2018,11,3,0.5454545454545455,0.6382978723404256,0.2857142857142857,0.4006810258408315,1,288,587,5,31
719,Devious Dungeon,Nintendo,Action,Noodlecake Studios,Ratalaika Games,1,0,2018,3,2,0.5454545454545455,0.6489361702127661,0.14285714285714285,0.0595403676606395,1,732,1297,0,0
720,Astro Duel Deluxe,Nintendo,Action,Panic Button,Panic Button,1,0,2017,5,2,0.5454545454545455,0.6702127659574468,0.0,0.09697801041242755,1,676,1365,0,0
721,Chase: Cold Case Investigations - Distant Memories,Nintendo,Adventure,Arc System Works,Aksys Games,1,0,2016,10,3,0.5454545454545455,0.7127659574468086,0.05555555555555555,0.08672862439924303,1,49,111,2,0
722,Necropolis,"PC, PlayStation",General,Harebrained Schemes LLC,Harebrained Schemes LLC,1,0,2016,7,3,0.5340909090909092,0.3936170212765958,0.09967320261437909,0.08066035688480265,0,425,824,5,32
723,Dream (2013),PC,General,HyperSloth,Mastertronic,1,0,2015,7,3,0.5454545454545455,0.5957446808510639,0.1,0.10640942298688744,1,550,881,5,31
724,Lifeless Planet,PC,General,Stage 2 Studios,Lace Mamba Global,1,0,2014,3,3,0.5454545454545455,0.6489361702127661,0.09090909090909091,0.41235601755438683,1,513,1750,5,31
725,Wanted Corp,PlayStation,Action,EKO Software,Zoo Entertainment,1,0,2011,12,3,0.5454545454545455,0.7012011581983197,0.14285714285714285,0.6631653562348107,1,1029,568,0,39
726,Faery: Legends of Avalon,"PC, PlayStation, Xbox",General,Spiders,Focus Home Interactive,1,0,2010,11,2,0.5303030303030304,0.6595744680851064,0.018518518518518517,0.10511687353889469,0,332,1736,5,35
727,LEGO Battles: Ninjago,Nintendo,General,Hellbent Games,Warner Bros. Interactive Entertainment,1,0,2011,4,1,0.5454545454545455,0.8617021276595747,0.21428571428571427,0.2020678825790647,1,980,841,5,0
728,Cocoto Platform Jumper,Wii,Action,Neko Entertainment,Neko Entertainment,4,1,2009,4,1,0.5454545454545455,0.7012011581983197,0.0,0.6631653562348107,1,617,1252,0,43
729,Walt Disney Pictures Bolt,"PlayStation, Xbox",General,Avalanche Software,Disney Interactive Studios,1,0,2008,11,2,0.5340909090909092,0.6489361702127661,0.12878787878787878,0.05199855983329505,0,261,162,5,42
730,NASCAR 08,"PlayStation, Xbox",Racing,EA Tiburon,EA Sports,12,1,2007,7,1,0.5265151515151515,0.5957446808510639,0.0848385331143952,0.11376013682772534,0,278,566,8,42
731,Nicktoons: Battle for Volcano Island,PlayStation,Action,Blue Tongue Entertainment,THQ,2,0,2006,10,1,0.5454545454545455,0.7340425531914895,0.14285714285714285,0.08800065367245068,1,875,268,0,39
732,Garfield: A Tail of Two Kitties,Nintendo,Action,Two Tribes,The Game Factory,1,0,2006,10,1,0.5454545454545455,0.6489361702127661,0.2857142857142857,0.04533001721828965,1,911,1973,0,0
733,Armored Core: Last Raven,PlayStation,Sci-Fi,From Software,Agetec Inc.,4,1,2006,6,3,0.5454545454545455,0.8510638297872343,0.1875,0.23758242287144438,1,47,688,10,39
734,Harry Potter and the Sorcerer's Stone,"PlayStation, Xbox",Action Adventure,Warthog,EA Games,1,0,2003,12,1,0.5284090909090909,0.6702127659574468,0.045454545454545456,0.13750276133701078,0,276,2076,1,42
735,Bloody Roar 4,PlayStation,Action,Eighting,Hudson,2,0,2003,11,4,0.5454545454545455,0.8829787234042554,0.16,0.36210143885961826,1,444,591,0,39
736,Teenage Mutant Ninja Turtles,"Old Platform, PlayStation, Xbox",Action,KCE Studios,Konami,2,0,2003,10,1,0.5265151515151515,0.7943262411347519,0.13143155694879832,0.1873858994893636,0,507,979,0,27
737,Robin Hood: Defender of the Crown,"PlayStation, Xbox",Strategy,Cinemaware,Capcom,1,0,2003,9,3,0.5340909090909092,0.6325154727161812,0.027777777777777776,0.007790429746066316,0,161,361,14,42
738,Top Gun: Combat Zones,Old Platform,Simulation,Titus Software,Titus Software,1,0,2002,10,1,0.5454545454545455,0.6382978723404256,0.0,0.07227385366603586,0,921,1922,12,20
739,4x4 EVO 2,"Old Platform, Xbox",Racing,Terminal Reality,Gathering,2,0,2001,11,1,0.5284090909090909,0.7074468085106385,0.20476190476190476,0.03848129497762883,0,387,1876,8,30
740,L.A. Rush,"PlayStation, Xbox",Arcade,Midway,Midway,4,1,2005,10,3,0.5397727272727273,0.5957446808510639,0.08781362007168458,0.07745301243313331,0,578,1173,3,42
741,Ultimate Band,Wii,Action,Disney Interactive Studios,Disney Interactive Studios,4,1,2008,11,2,0.5454545454545455,0.6276595744680852,0.11764705882352941,0.04533001721828965,1,261,523,0,43
742,Sonic Riders,"Old Platform, PlayStation, Xbox",Racing,Sonic Team,Sega,4,1,2006,2,1,0.5189393939393939,0.819148936170213,0.14355444690810545,0.3489721362703791,0,791,1722,8,27
743,Nucleus,PlayStation,Action,Kuju Entertainment,SCEA,2,0,2007,7,1,0.5454545454545455,0.8191489361702129,0.2,0.08800065367245068,1,768,1024,0,39
744,Skellboy,Nintendo,Role-Playing,Umaiki Games,Fabraz,1,0,2020,1,1,0.5454545454545455,0.5851063829787235,0.0,0.0831240089249379,1,311,2000,9,0
745,Skater XL,"PlayStation, Xbox",Sports,Easy Day Studios Pty Ltd,Easy Day Studios Pty Ltd,1,0,2020,7,1,0.5340909090909092,0.4946808510638299,0.07142857142857142,0.184465654862225,0,282,573,13,42
746,Lost in Blue 3,Nintendo,Adventure,Matrix Software,Konami,1,0,2008,3,2,0.5454545454545455,0.6382978723404256,0.10526315789473684,0.031161718984265264,1,507,1132,2,0
747,Chris Sawyer's Locomotion,PC,Strategy,Chris Sawyer,Atari,2,0,2004,9,1,0.5454545454545455,0.5744680851063831,0.05263157894736842,0.2906515035422981,1,79,356,14,31
748,Summer in Mara,Nintendo,General,Chibig,Chibig,1,0,2020,6,2,0.5454545454545455,0.7553191489361704,0.2,0.22940696353829307,1,173,353,5,0
749,Utawarerumono Zan,PlayStation,Action,Tamsoft,NIS America,4,1,2019,9,3,0.5454545454545455,0.37234042553191493,0.16666666666666666,0.042746422463250416,1,608,1847,0,39
750,Pokemon Mystery Dungeon: Explorers of Darkness,Nintendo,Role-Playing,ChunSoft,Nintendo,1,0,2008,4,1,0.5454545454545455,0.872340425531915,0.2222222222222222,0.5795982225109063,1,632,359,9,0
751,Lemmings,PlayStation,Action,Team17,SCEE,1,0,2006,12,1,0.5454545454545455,0.6808510638297873,0.125,0.12132435772268912,1,769,1864,0,39
752,The Simpsons Game,PlayStation,Action,Electronic Arts,EA Games,1,0,2007,11,3,0.5454545454545455,0.723404255319149,0.14285714285714285,0.13480484191409903,1,276,594,0,39
753,Godstrike,Nintendo,Action,Freedom LLC,Freedom LLC,1,0,2021,4,2,0.5454545454545455,0.7012011581983197,0.1,0.016082002329426522,1,341,681,0,0
754,Ignite (2011),PC,Arcade,Nemesys,Just A Game,1,0,2011,10,3,0.5454545454545455,0.6276595744680852,0.1111111111111111,0.09697801041242755,1,492,1253,3,31
755,Rapala Pro Fishing,Xbox,Sports,FUN Labs,Activision Value,1,0,2004,8,1,0.5454545454545455,0.7012011581983197,0.0,0.03165493000084167,1,42,632,13,45
756,Tom Clancy's Rainbow Six: Lockdown,PC,Action,Red Storm Entertainment,Ubisoft,16,1,2006,2,4,0.5454545454545455,0.6276595744680852,0.17647058823529413,0.36557984371306285,1,948,1530,0,31
757,Asterix & Obelix: Kick Buttix,PlayStation,Action,Etranges Libellules,Atari,1,0,2004,9,1,0.5454545454545455,0.8404255319148937,0.125,0.209407801363133,1,79,614,0,39
758,Disney Sports Football,Old Platform,Arcade,KCEO,Konami,4,1,2002,12,1,0.5454545454545455,0.7012011581983197,0.125,0.6631653562348107,0,507,983,3,20
759,Pryzm Chapter One: The Dark Unicorn,PlayStation,Action Adventure,Digital Illusions,TDK Mediactive,1,0,2002,6,3,0.5454545454545455,0.3510638297872341,0.0,0.028909541466414345,1,874,512,1,39
760,Motor Mayhem: Vehicular Combat League,PlayStation,Driving,Beyond Games,Infogrames,2,0,2001,6,3,0.5454545454545455,0.7012011581983197,0.2,0.016082002329426522,1,469,204,4,39
761,Sonic: Lost World,Nintendo,Action,Dimps Corporation,Sega,4,1,2013,10,2,0.5454545454545455,0.6276595744680852,0.29411764705882354,0.3821350515563678,1,791,518,0,0
762,The Academy: The First Riddle,PC,Adventure,Pine Studio,Snapbreak Games AB,1,0,2020,6,3,0.5454545454545455,0.7012011581983197,0.0,0.6631653562348107,1,818,1400,2,31
763,Warlander (2020),PC,Role-Playing,Clock Drive Games,Clock Drive Games,1,0,2020,2,3,0.5454545454545455,0.7012011581983197,0.0,0.6631653562348107,1,185,371,9,31
764,Pillar,PlayStation,Action,MichaelArts,MichaelArts,1,0,2015,2,3,0.5454545454545455,0.6702127659574468,0.14285714285714285,0.07333387806037556,1,572,1165,0,39
765,Abyss,Wii,Action,EnjoyUp Games,EnjoyUp Games,1,0,2014,5,1,0.5454545454545455,0.6595744680851064,0.0,0.07333387806037556,1,301,606,0,43
766,Our World Is Ended.,Nintendo,General,RED Entertainment,PQube,1,0,2019,4,4,0.5454545454545455,0.7340425531914895,0.14285714285714285,0.18707601157164694,1,673,1487,5,0
767,Spirit of the North,Nintendo,Adventure,Infuse Studio,Merge Games,1,0,2020,5,1,0.5454545454545455,0.7446808510638299,0.07142857142857142,0.18477158943805855,1,562,928,2,0
768,Dogfight 1942,Xbox,Action,City Interactive,City Interactive,1,0,2012,9,3,0.5454545454545455,0.5638297872340426,0.0,0.12629242661191542,1,182,365,0,45
769,ColorZ,Wii,Action,Exkee,Exkee,3,0,2009,9,1,0.5454545454545455,0.7012011581983197,0.0,0.6631653562348107,1,306,623,0,43
770,Necromunda: Underhive Wars,"PC, PlayStation",Strategy,Rogue Factor,Focus Home Interactive,4,1,2020,9,4,0.5113636363636365,0.4361702127659576,0.0,0.08679836233041366,0,332,1577,14,32
771,Dakar 18,"PC, PlayStation, Xbox",Arcade,Bigmoon Entertainment,Deep Silver,8,1,2018,9,1,0.5037878787878788,0.6170212765957448,0.030303030303030304,0.1059517961446317,0,237,222,3,35
772,Flash Focus: Vision Training in Minutes a Day,Nintendo,Miscellaneous,Nintendo,Nintendo,2,0,2007,10,1,0.5454545454545455,0.37234042553191493,0.09090909090909091,0.015341820738847168,1,632,1282,6,0
773,NBA 08,PlayStation,Sim,SCEA San Diego Studios,SCEA,2,1,2007,9,1,0.5454545454545455,0.7012011581983197,0.0,0.015827465000420836,1,768,1599,11,39
774,Way of the Samurai 2,PlayStation,Action Adventure,Acquire,Capcom,1,0,2004,7,4,0.5454545454545455,0.9042553191489364,0.1875,0.28032778971937405,1,161,63,1,39
775,Mortal Kombat Arcade Kollection,PlayStation,Action,Other Ocean Interactive,Warner Bros. Interactive Entertainment,1,0,2011,8,4,0.5454545454545455,0.7021276595744682,0.13333333333333333,0.17460427746687046,1,980,1343,0,39
776,Disney's TRON: Evolution - Battle Grids,Wii,Action,n-Space,Disney Interactive Studios,1,0,2010,12,2,0.5454545454545455,0.8617021276595747,0.1111111111111111,0.04674257847639789,1,261,2173,0,43
777,The Chase: Felix Meets Felicity,Nintendo,Action,Razorback Developments,Atari,1,0,2009,1,1,0.5454545454545455,0.7012011581983197,0.0,0.6631653562348107,1,79,1510,0,0
778,Cuban Missile Crisis: The Aftermath,PC,General,G5 Software,Strategy First,6,1,2005,12,3,0.5454545454545455,0.7446808510638299,0.0,0.07442545957579938,1,852,712,5,31
779,Asterix & Obelix XXL 3: The Crystal Menhir,"PlayStation, Xbox",Action,Anuman Interactive,Microids,1,1,2019,11,2,0.5056818181818182,0.5265957446808511,0.07142857142857142,0.042912007860227,0,575,104,0,42
780,The Inpatient,PlayStation,Action Adventure,Supermassive Games,Sony Interactive Entertainment,1,0,2018,1,4,0.5454545454545455,0.6063829787234043,0.08771929824561403,0.3210128329262829,1,826,1812,1,39
781,Crystal Key 2: The Far Realm,PC,General,Earthlight Productions,DreamCatcher Interactive,1,0,2004,3,1,0.5454545454545455,0.7012011581983197,0.0625,0.6631653562348107,1,270,571,5,31
782,WarJetz,PlayStation,Action,3DO,3DO,2,0,2001,6,3,0.5454545454545455,0.7012011581983197,0.0,0.031161718984265264,1,19,29,0,39
783,KISS: Psycho Circus,Old Platform,Action,Tremor Entertainment,Gathering,1,0,2000,10,4,0.5454545454545455,0.723404255319149,0.2222222222222222,0.0595403676606395,0,387,1944,0,20
784,Evergrace,PlayStation,Role-Playing,From Software,Agetec Inc.,1,0,2000,10,3,0.5454545454545455,0.8191489361702129,0.08333333333333333,0.07555002869714941,1,47,688,9,39
785,AeternoBlade,Nintendo,Action,Corecell Technology,Corecell Technology,1,0,2014,2,2,0.5454545454545455,0.6382978723404256,0.07142857142857142,0.11813921021140805,1,199,398,0,0
786,Murdered: Soul Suspect,"PC, PlayStation, Xbox",Action,Airtight Games,Square Enix,1,0,2014,6,4,0.5151515151515152,0.7269503546099291,0.0887997623291741,0.6201014531322757,0,840,73,0,35
787,Victorious Boxers: Revolution,Wii,Sports,Cavia Inc.,XSEED Games,1,0,2007,10,3,0.5454545454545455,0.5531914893617023,0.11538461538461539,0.044655275745479624,1,1010,341,13,43
788,Disaster Report 4: Summer Memories,"Nintendo, PlayStation",General,Irem,NIS America,1,0,2020,4,3,0.5,0.6595744680851066,0.1509090909090909,0.15597362736593173,0,608,945,5,14
789,SG/ZH: School Girl Zombie Hunter,PlayStation,Action,Tamsoft,Aksys Games,5,1,2017,11,4,0.5454545454545455,0.6276595744680852,0.18181818181818182,0.09436338933986932,1,49,1847,0,39
790,Mount & Blade: Warband,Xbox,Role-Playing,Taleworlds Entertainment,Taleworlds Entertainment,32,1,2016,9,3,0.5454545454545455,0.7872340425531916,0.2,0.3390427130285469,1,880,1846,9,45
791,Guitar Hero: Van Halen,"PlayStation, Wii, Xbox",Action,Neversoft Entertainment,Activision,1,0,2009,12,3,0.5037878787878789,0.5638297872340426,0.14527629233511585,0.056881249207760116,0,41,1262,0,41
792,Dying Light 2 Stay Human: Bloody Ties,PC,Action Adventure,Techland,Techland,4,1,2022,11,4,0.5454545454545455,0.7012011581983197,0.0,0.0,1,891,1866,1,31
793,Clid the Snail,PlayStation,Action,Weird Beluga,Weird Beluga,1,0,2021,8,4,0.5397727272727273,0.7287234042553192,0.041666666666666664,0.11556049621770421,1,986,2083,0,39
794,Lost Ruins,PC,Action,Altari Games,DANGEN Entertainment,1,0,2021,5,3,0.5454545454545455,0.7553191489361704,0.0,0.07442545957579938,1,221,84,0,31
795,Space Crew,PC,Simulation,Runner Duck,Curve Digital,1,0,2020,10,3,0.5454545454545455,0.6489361702127661,0.0,0.0595403676606395,1,211,1588,12,31
796,Warlocks 2: God Slayers,Nintendo,Role-Playing,Frozen District,Fat Dog Games,1,1,2019,6,3,0.5454545454545455,0.5851063829787235,0.08333333333333333,0.07124403743875068,1,319,694,9,0
797,Rack N Ruin,PlayStation,Action,LifeSpark Entertainment,LifeSpark Entertainment,1,0,2015,3,3,0.5454545454545455,0.6702127659574468,0.08333333333333333,0.0595403676606395,1,523,1058,0,39
798,Tony Hawk's Downhill Jam,PlayStation,Sports,SuperVillain Studios,Activision,2,0,2007,5,2,0.5454545454545455,0.7021276595744682,0.13793103448275862,0.16628014692069001,1,41,1810,13,39
799,Line Rider 2: Unbound,Nintendo,Action,InXile Entertainment,"Genius Products, Inc.",1,0,2008,9,1,0.5454545454545455,0.5638297872340426,0.08695652173913043,0.030683641477694337,1,394,914,0,0
800,DOOM 3: BFG Edition,PC,Action,id Software,Bethesda Softworks,1,0,2012,10,3,0.5454545454545455,0.6382978723404256,0.16666666666666666,0.5136435616101322,1,106,2166,0,31
801,Pokedex 3D Pro,Nintendo,General,Creatures Inc.,Nintendo,1,0,2012,11,1,0.5454545454545455,0.4255319148936171,0.125,0.0409940725207877,1,632,421,5,0
802,Skylanders Giants,Nintendo,Action,n-Space,Activision,1,0,2012,10,2,0.5454545454545455,0.4255319148936171,0.1111111111111111,0.054658763361050265,1,41,2173,0,0
803,Rise of the Argonauts,"PC, PlayStation, Xbox",Role-Playing,Liquid Entertainment,Codemasters,1,0,2008,12,4,0.518939393939394,0.7588652482269506,0.0702234382124943,0.29830778351568626,0,190,1064,9,35
804,Soltrio Solitaire,Xbox,Miscellaneous,Silver Creek Entertainment,Silver Creek Entertainment,2,1,2007,5,1,0.5454545454545455,0.7659574468085107,0.09090909090909091,0.07442545957579938,1,804,1671,6,45
805,Monster Madness: Battle for Suburbia,"PC, Xbox",Action,Artificial Studios,SouthPeak Games,16,1,2007,6,3,0.5227272727272727,0.6010638297872342,0.11781609195402298,0.08057124350389422,0,830,134,0,38
806,Bleach: The 3rd Phantom,Nintendo,General,Sega,Sega,1,0,2009,9,3,0.5454545454545455,0.7765957446808511,0.0,0.6631653562348107,1,791,1641,5,0
807,Amazing Island,Old Platform,Strategy,Hitmaker,Sega,2,0,2004,8,1,0.5454545454545455,0.7127659574468086,0.045454545454545456,0.0595403676606395,0,791,857,14,20
808,Disney Sports Snowboarding,Nintendo,Sports,Konami,Konami,2,0,2003,2,1,0.5454545454545455,0.7012011581983197,0.14285714285714285,0.6631653562348107,1,507,1017,13,0
809,Men in Black - The Series: Crashdown,PlayStation,Action,Runecraft,Infogrames,1,0,2001,11,3,0.5454545454545455,0.6489361702127661,0.2857142857142857,0.04533001721828965,1,469,1586,0,39
810,Ship Simulator 2006,PC,Simulation,VSTEP,DreamCatcher Interactive,1,0,2006,8,1,0.5454545454545455,0.6489361702127661,0.2,0.05866710244830045,1,270,2014,12,31
811,Alpha Prime,PC,Action,Black Element,Meridian4,1,0,2007,5,4,0.5454545454545455,0.6063829787234043,0.0,0.2981041061972288,1,563,234,0,31
812,Blade Kitten,"PC, PlayStation, Xbox",General,Krome Studios,Atari,1,0,2010,9,3,0.5151515151515151,0.6914893617021277,0.06948853615520283,0.14166608580889414,0,79,1022,5,35
813,Road Redemption,PlayStation,Simulation,Dark Seas Games,Tripwire Interactive,10,1,2018,11,4,0.5454545454545455,0.44680851063829796,0.07692307692307693,0.05392193676563961,1,936,461,12,39
814,Final Fantasy XV: Episode Gladiolus,PlayStation,Role-Playing,Square Enix,Square Enix,1,0,2017,3,3,0.5454545454545455,0.872340425531915,0.06666666666666667,0.702636872685751,1,840,1747,9,39
815,Drive!Drive!Drive!,PlayStation,Arcade,different cloth,Choice Provisions,4,1,2016,12,1,0.5454545454545455,0.5000000000000001,0.25,0.044655275745479624,1,175,2156,3,39
816,Deadly Premonition: The Director's Cut,PC,Action Adventure,Access Games,Rising Star Games,1,0,2013,10,4,0.5454545454545455,0.7446808510638299,0.0,0.4936656548186321,1,760,58,1,31
817,GEON: emotions,Xbox,Action,Eidos Interactive,Eidos Interactive,4,1,2007,9,1,0.5454545454545455,0.872340425531915,0.23076923076923078,0.08931055149095925,1,289,589,0,45
818,The Fast and the Furious,PlayStation,Driving,Eutechnyx,Namco Bandai Games America,4,1,2006,9,3,0.5397727272727273,0.6276595744680852,0.022727272727272728,0.11409042328805703,1,614,618,4,39
819,Evasive Space,Wii,Action,High Voltage Software,Yuke's,4,1,2009,2,1,0.5454545454545455,0.7012011581983197,0.1,0.016082002329426522,1,1020,854,0,43
820,Lucius,PC,General,Shiver Games,Lace Mamba Global,1,0,2012,10,3,0.5454545454545455,0.6063829787234043,0.043478260869565216,0.3329674490764233,1,513,1660,5,31
821,MXGP2: The Official Motocross Videogame,Xbox,Racing,Milestone S.r.l,Milestone S.r.l,1,0,2016,6,1,0.5454545454545455,0.6595744680851064,0.15384615384615385,0.08672862439924303,1,580,1181,8,45
822,12 is Better Than 6,Nintendo,Action,Ink Stains Games,HypeTrain Digital,1,0,2019,3,4,0.5454545454545455,0.7553191489361704,0.5,0.07442545957579938,1,451,929,0,0
823,PlayStation VR WORLDS,PlayStation,Miscellaneous,SCEE London Studio,Sony Interactive Entertainment,1,0,2016,10,4,0.5454545454545455,0.7127659574468086,0.0625,0.44819702963875735,1,826,1601,6,39
824,Headhunter: Redemption,Xbox,Action Adventure,Amuze,Sega,1,0,2004,9,4,0.5454545454545455,0.6382978723404256,0.11538461538461539,0.030220011478859766,1,791,96,1,45
825,BigFest,PlayStation,Action,On The Metal Ltd,SCEA,1,0,2015,12,2,0.5454545454545455,0.5744680851063831,0.0,0.07124403743875068,1,768,1328,0,39
826,Mage Knight: Destiny's Soldier,Nintendo,General,Big Blue Bubble Inc.,Namco Bandai Games,1,0,2006,9,2,0.5454545454545455,0.6702127659574468,0.125,0.09834041871964994,1,613,210,5,0
827,Golem,PlayStation,Action,Highwire Games,Highwire Games,1,0,2019,11,3,0.5454545454545455,0.6914893617021277,0.2631578947368421,0.21546515501338204,1,438,855,0,39
828,The Legend of Spyro: Dawn of the Dragon,"Nintendo, PlayStation",Action,Etranges Libellules,Sierra Entertainment,2,0,2008,10,2,0.5340909090909092,0.6170212765957448,0.0,0.2262934118327893,0,801,614,0,14
829,Blightbound,PC,Role-Playing,Ronimo Games,Devolver Digital,3,0,2021,7,3,0.5454545454545455,0.7012011581983197,0.1,0.6631653562348107,1,247,1580,9,31
830,Crossroads Inn,PC,Strategy,Kraken Unleashed,Klabater,1,0,2019,10,3,0.5454545454545455,0.6595744680851064,0.0,0.12956504335786395,1,501,1020,14,31
831,Empathy: Path of Whispers,PC,Adventure,Pixel Night,Iceberg Interactive,1,0,2017,5,3,0.5454545454545455,0.5638297872340426,0.1111111111111111,0.6631653562348107,1,462,1409,2,31
832,Gladiator Begins,PlayStation,Action,Acquire,Aksys Games,1,0,2010,9,4,0.5454545454545455,0.7446808510638299,0.1111111111111111,0.24127751162952163,1,49,63,0,39
833,Major League Baseball 2K8: Fantasy All-Stars,Nintendo,Arcade,Deep Fried Entertainment,Take-Two Interactive,2,1,2008,4,1,0.5454545454545455,0.7127659574468086,0.125,0.6631653562348107,1,879,477,3,0
834,Zoo Empire,PC,Strategy,Enlight Software,Enlight Software,1,0,2004,8,1,0.5454545454545455,0.6808510638297873,0.0,0.09834041871964994,1,302,607,14,31
835,Riding Spirits,PlayStation,Racing,Spike,Bam Entertainment,2,0,2002,8,1,0.5454545454545455,0.872340425531915,0.0,0.1729153123536921,1,94,1737,8,39
836,Outlive,PC,General,Continuum,Take-Two Interactive,16,1,2001,3,3,0.5454545454545455,0.8617021276595747,0.125,0.272166511595851,1,879,394,5,31
837,Kingdom Under Fire: A War of Heroes,PC,General,Phantagram,Gathering,8,1,2001,1,3,0.5454545454545455,0.7553191489361704,0.18181818181818182,0.15751894694854407,1,387,1392,5,31
838,Maximum Pool,Old Platform,Miscellaneous,Dynamix,Sierra Entertainment,1,0,2000,12,1,0.5454545454545455,0.797872340425532,0.3333333333333333,0.6631653562348107,0,801,550,6,20
839,Those Who Remain,"PC, PlayStation, Xbox",Adventure,Camel 101,Camel 101,1,0,2020,5,4,0.465909090909091,0.546099290780142,0.06666666666666667,0.10046690889943354,0,160,320,2,35
840,Robotech: Invasion,"PlayStation, Xbox",Action,Vicious Cycle,Global Star Software,8,1,2004,10,3,0.5340909090909092,0.7495367493119258,0.09127864005912786,0.6631653562348107,0,400,2036,0,42
841,GunWorld 2,Xbox,Action,M07 Games,M07 Games,1,0,2016,5,2,0.5454545454545455,0.5638297872340426,0.0,0.030683641477694337,1,535,1087,0,45
842,Entwined,PlayStation,Action,Pixel Opus,SCEA,1,0,2014,6,1,0.5454545454545455,0.6808510638297873,0.22448979591836735,0.48121858339680124,1,768,1410,0,39
843,Pokemon Rumble,Wii,Action,Ambrella,Nintendo,4,1,2009,11,2,0.5454545454545455,0.8404255319148937,0.2222222222222222,0.3768537958000402,1,632,91,0,43
844,Tokyo Xtreme Racer DRIFT,PlayStation,Racing,Genki,Crave,2,0,2006,4,1,0.5454545454545455,0.8829787234042554,0.15384615384615385,0.1729153123536921,1,205,762,8,39
845,Dead Effect,PC,Action,Dykast Lubomir,Dykast Lubomir,1,0,2014,4,3,0.5454545454545455,0.6170212765957448,0.0,0.14426317343667708,1,274,549,0,31
846,Arkadian Warriors,Xbox,General,Wanako Studios,Sierra Online,2,1,2007,12,2,0.5454545454545455,0.5851063829787235,0.1111111111111111,0.05781908293282869,1,803,2071,5,45
847,MLB SlugFest 2006,"PlayStation, Xbox",Arcade,Blue Shift,Midway,2,0,2006,6,2,0.5284090909090909,0.7335793025034152,0.0,0.3814535043245308,0,578,266,3,42
848,Jagged Alliance: Rage!,"PC, PlayStation",Strategy,HandyGames,HandyGames,2,0,2018,12,4,0.5170454545454546,0.34042553191489366,0.08823529411764706,0.03159886510916112,0,422,819,14,32
849,Diablo Immortal,PC,Role-Playing,Blizzard Entertainment,Blizzard Entertainment,1,0,2022,6,4,0.5454545454545455,0.0,0.07692307692307693,0.01848739688130447,1,127,255,9,31
850,SpongeBob Squigglepants,Wii,General,WayForward,THQ,1,0,2011,4,1,0.5454545454545455,0.7659574468085107,0.08333333333333333,0.04674257847639789,1,875,2078,5,43
851,Driver: Parallel Lines,Wii,Action Adventure,Reflections Interactive,Ubisoft,1,0,2007,6,4,0.5454545454545455,0.5744680851063831,0.0,0.14781727155044683,1,948,1535,1,43
852,Anthem,"PC, PlayStation",Role-Playing,BioWare,Electronic Arts,4,1,2019,2,3,0.5170454545454546,0.36702127659574474,0.05075187969924812,0.2983582887525015,0,290,223,9,32
853,Everblue 2,PlayStation,Action Adventure,Arika,Capcom,1,0,2003,2,1,0.5454545454545455,0.8191489361702129,0.19047619047619047,0.06044002295771953,1,161,117,1,39
854,Forgotten Fields,PC,Adventure,Frostwood Interactive,Blink Digital,1,0,2021,4,3,0.5454545454545455,0.7012011581983197,0.0,0.6631653562348107,1,124,692,2,31
855,Shooting Stars!,PC,Action,Bloodirony,Daedalic Entertainment,1,0,2016,1,3,0.5454545454545455,0.723404255319149,0.1111111111111111,0.11238904996531421,1,227,258,0,31
856,The Incredible Adventures of Van Helsing,Xbox,Role-Playing,NeocoreGames,NeocoreGames,1,0,2015,12,3,0.5454545454545455,0.7446808510638299,0.0,0.29537189400543695,1,619,1254,9,45
