,game_name,platform,genres,develeoper,publisher,max_players,online_game,release_year,release_month,rating,meta_score,user_score,critic_positive_normelize,user_positive_normelize,exclusive_game,publisher_labeled,develeoper_labeled,genres_labeled,platform_labeled
0,The Legend of Zelda: Ocarina of Time,Nintendo,"action adventure, fantasy",Nintendo,Nintendo,1,0,1998,11,1,1.0,0.9361702127659576,1.0,0.8939615129396151,1,1070,2078,262,0
1,Tony Hawk's Pro Skater 2,"Nintendo, Old Platform, PC, PlayStation","alternative, skateboarding, sports",Neversoft Entertainment,Activision,2,0,2000,9,3,0.931818181818182,0.7659574468085107,0.9709090909090909,0.7177374326244038,0,59,2045,805,3
2,Grand Theft Auto IV,"PC, PlayStation, Xbox","action adventure, modern, open-world",Rockstar North,Rockstar Games,1,0,2008,4,4,0.9583333333333334,0.7801418439716312,0.9833333333333334,0.6816034576458065,0,1323,2572,323,43
3,SoulCalibur,"Old Platform, Xbox","3d, action, fighting",Namco,Namco,2,0,1999,9,3,0.8806818181818182,0.8297872340425534,0.9473684210526316,0.7250615763546798,0,1042,2013,143,38
4,Super Mario Galaxy,Wii,"3d, action, platformer",Nintendo,Nintendo,0,0,2007,11,1,0.9772727272727273,0.9361702127659576,1.0,0.9111928533893852,1,1070,2078,154,51
5,Super Mario Galaxy 2,Wii,"3d, action, platformer",Nintendo EAD Tokyo,Nintendo,0,0,2010,5,1,0.9772727272727273,0.9361702127659576,1.0,0.9134713267729895,1,1070,2079,154,51
6,Red Dead Redemption 2,"PC, PlayStation, Xbox","action adventure, open-world",Rockstar Games,Rockstar Games,32,1,2018,10,4,0.9621212121212123,0.8014184397163122,0.9966329966329966,0.7593832784631909,0,1323,2569,325,43
7,Grand Theft Auto V,"PC, PlayStation, Xbox","action adventure, modern, open-world",Rockstar North,Rockstar Games,30,1,2013,9,4,0.9204545454545455,0.6823708206686933,0.9181908533088207,0.6443892905892792,0,1323,2572,323,43
8,Disco Elysium: The Final Cut,"PC, PlayStation","general, role-playing, western-style",ZA/UM,ZA/UM,0,0,2021,3,4,0.9318181818181819,0.8297872340425534,0.9833333333333334,0.7766715381804896,0,1763,3475,1189,40
9,The Legend of Zelda: Breath of the Wild,"Nintendo, Wii","action adventure, open-world",Nintendo,Nintendo,0,0,2017,3,2,0.9715909090909091,0.872340425531915,0.9862385321100917,0.816385365658901,0,1070,2078,325,23
10,Tony Hawk's Pro Skater 3,"Nintendo, Old Platform, PC, PlayStation, Xbox","alternative, skateboarding, sports",Neversoft Entertainment,Activision,2,0,2001,10,3,0.9128787878787877,0.7677304964539008,0.9555918663761801,0.7141680838768139,0,59,2045,805,5
11,Perfect Dark,"Nintendo, Xbox","action, first-person, sci-fi, shooter",Rare Ltd.,Nintendo,0,0,2000,5,4,0.875,0.8829787234042555,0.8586956521739131,0.8176961211227975,0,1070,2456,621,25
12,Metroid Prime,Old Platform,"action, first-person, sci-fi, shooter",Retro Studios,Nintendo,1,0,2002,11,3,0.9772727272727273,0.9148936170212768,1.0,0.8934368383909669,0,1070,2534,621,26
13,Grand Theft Auto III,"PC, PlayStation","action adventure, modern",DMA Design,Rockstar Games,1,0,2001,10,4,0.9545454545454546,0.845744680851064,1.0,0.768569429442157,0,1323,738,322,40
14,Super Mario Odyssey,Nintendo,"3d, action, platformer",Nintendo,Nintendo,0,0,2017,10,2,0.9772727272727273,0.9148936170212768,1.0,0.8897211818560133,1,1070,2078,154,0
15,Halo: Combat Evolved,"PC, Xbox","action, first-person, sci-fi, shooter",Bungie Software,Microsoft Game Studios,4,1,2001,11,4,0.8977272727272727,0.8404255319148937,0.9375,0.7742990910838345,0,964,483,621,46
16,NFL 2K1,Old Platform,"football, sim, sports, traditional",Visual Concepts,Sega,0,0,2000,9,1,0.9772727272727273,0.6382978723404256,1.0,0.5714285714285714,0,1373,3344,1120,26
17,Half-Life 2,"PC, Xbox","action, arcade, first-person, sci-fi, shooter",Valve Software,VU Games,0,0,2004,11,4,0.9318181818181818,0.9095744680851066,0.9857142857142858,0.8663505943923211,0,1665,3305,518,46
18,BioShock,"PC, PlayStation, Xbox","action, arcade, first-person, sci-fi, shooter",Irrational Games,2K Games,0,0,2007,8,4,0.9583333333333334,0.9113475177304965,1.0,0.87531366726112,0,16,1517,518,43
19,GoldenEye 007,"Nintendo, Wii","action, first-person, modern, shooter",Rare Ltd.,Nintendo,4,1,1997,8,3,0.7878787878787877,0.8014184397163122,0.7673699015471168,0.698025797611801,0,1070,2456,617,23
20,Uncharted 2: Among Thieves,PlayStation,"action adventure, linear, modern",Naughty Dog,SCEA,0,0,2009,10,3,0.9659090909090908,0.9042553191489364,1.0,0.8877551020408163,1,1332,2021,319,47
21,Resident Evil 4,"Nintendo, Old Platform, PlayStation, Xbox","action adventure, horror",Capcom,Capcom,1,0,2005,1,4,0.8636363636363636,0.9042553191489364,0.8181818181818181,0.8673818976148698,0,267,518,311,9
22,The Orange Box,"PC, PlayStation, Xbox","action, compilation, first-person, miscellaneous, sci-fi, shooter",Valve Software,EA Games,16,1,2007,10,4,0.9393939393939394,0.897163120567376,0.9841269841269842,0.8663018944660988,0,467,3305,589,43
23,Batman: Arkham City,"PC, PlayStation, Xbox","action adventure, fantasy, open-world",Rocksteady Studios,Warner Bros. Interactive Entertainment,0,0,2011,10,3,0.9393939393939394,0.9007092198581562,1.0,0.8832697192032284,0,1705,2576,273,43
24,Portal Companion Collection,Nintendo,"compilation, miscellaneous",Valve Software,Valve Software,0,0,2022,6,3,0.9659090909090908,0.8297872340425533,1.0,0.8275862068965517,1,1669,3305,1033,0
25,Tekken 3,PlayStation,"3d, action, fighting",Namco,Namco,2,0,1998,4,3,0.9659090909090908,0.9361702127659576,1.0,0.9204819277108434,1,1042,2013,143,47
26,Elden Ring,"PC, PlayStation, Xbox","action rpg, role-playing",From Software,Bandai Namco Games,4,1,2022,2,4,0.9583333333333334,0.7624113475177307,0.9833333333333334,0.7112523837436635,0,151,1116,364,43
27,Mass Effect 2,"PC, PlayStation, Xbox","action rpg, role-playing",BioWare,Electronic Arts,0,0,2010,1,4,0.9507575757575757,0.9078014184397164,0.993939393939394,0.8794704559340084,0,485,355,364,43
28,The House in Fata Morgana - Dreams of the Revenants Edition -,Nintendo,"adventure, visual novel",HuneX,Limited Run Games,0,0,2021,4,4,0.9659090909090908,0.8829787234042554,1.0,0.8436754176610979,1,885,1402,779,0
29,The Legend of Zelda: Twilight Princess,"Old Platform, Wii","action adventure, fantasy",Nintendo,Nintendo,1,0,2006,11,3,0.9602272727272727,0.920212765957447,1.0,0.8851030121522983,0,1070,2078,262,37
30,The Elder Scrolls V: Skyrim,"Nintendo, PC, PlayStation, Xbox","first-person, role-playing, western-style",Bethesda Game Studios,Bethesda Softworks,0,0,2011,11,4,0.9147727272727272,0.8191489361702129,0.980406746031746,0.774715553333438,0,167,330,1108,15
31,Half-Life,PC,"action, arcade, first-person, sci-fi, shooter",Valve Software,Sierra Entertainment,0,1,1998,11,4,0.9659090909090908,0.9361702127659576,1.0,0.9026724449259661,1,1389,3305,518,39
32,The Legend of Zelda: The Wind Waker,Old Platform,"action adventure, fantasy",Nintendo,Nintendo,1,0,2003,3,1,0.9659090909090908,0.9255319148936172,1.0,0.8880407124681934,0,1070,2078,262,26
33,Gran Turismo,PlayStation,"driving, gt / street, racing",Polyphony Digital,SCEA,2,0,1998,4,1,0.9659090909090908,0.8829787234042554,1.0,0.8465608465608465,1,1332,2354,1064,47
34,Metal Gear Solid 2: Sons of Liberty,PlayStation,"action adventure, modern",KCEJ,Konami,1,0,2001,11,4,0.9659090909090908,0.9042553191489364,1.0,0.8706849315068493,1,857,1578,322,47
35,Grand Theft Auto Double Pack,Xbox,"compilation, miscellaneous",Rockstar North,Rockstar Games,1,0,2003,10,4,0.9659090909090908,0.8297872340425533,1.0,0.7476635514018691,1,1323,2572,1033,53
36,Baldur's Gate II: Shadows of Amn,PC,"pc-style rpg, role-playing, western-style",BioWare,Interplay,6,1,2000,9,3,0.9545454545454546,0.9361702127659576,1.0,0.9165588615782665,1,795,355,1266,39
37,Grand Theft Auto: San Andreas,"PC, PlayStation, Xbox","action adventure, modern",Rockstar North,Rockstar Games,2,0,2004,10,4,0.9393939393939394,0.9078014184397164,0.9816489361702128,0.8890130066982344,0,1323,2572,322,43
38,Grand Theft Auto: Vice City,"PC, PlayStation","action adventure, modern",Rockstar North,Rockstar Games,1,0,2002,10,4,0.9488636363636364,0.8989361702127661,1.0,0.8722778224011936,0,1323,2572,322,40
39,LittleBigPlanet,PlayStation,"2d, 3d, action, platformer",SCE/WWS,SCEA,4,1,2008,10,1,0.9545454545454546,0.6914893617021277,1.0,0.6555142503097894,1,1332,2609,9,47
40,The Legend of Zelda Collector's Edition,Old Platform,"action adventure, fantasy",Nintendo,Nintendo,1,0,2003,11,1,0.9545454545454546,0.9148936170212768,1.0,0.8949771689497716,0,1070,2078,262,26
41,Red Dead Redemption,"PlayStation, Xbox","action, action adventure, historic, open-world, shooter, third-person",Rockstar San Diego,Rockstar Games,16,1,2010,5,4,0.9545454545454546,0.920212765957447,1.0,0.8944921459518285,0,1323,2573,424,50
42,Gran Turismo 3: A-Spec,PlayStation,"driving, gt / street, racing",Polyphony Digital,SCEA,2,0,2001,7,1,0.9545454545454546,0.8617021276595747,0.9814814814814815,0.8167770419426048,1,1332,2354,1064,47
43,Halo 2,"PC, Xbox","action, first-person, sci-fi, shooter",Bungie Software,Microsoft Game Studios,16,1,2004,11,4,0.8238636363636365,0.7606382978723405,0.707760989010989,0.6636842478377996,0,964,483,621,46
44,Metroid Prime Remastered,Nintendo,"action, arcade, first-person, shooter",Nintendo,Nintendo,0,0,2023,2,3,0.9545454545454546,0.9361702127659576,1.0,0.8934782608695652,1,1070,2078,522,0
45,Persona 5 Royal,"Nintendo, PC, PlayStation, Xbox","japanese-style, role-playing",Atlus,Sega,0,0,2020,3,4,0.940909090909091,0.8446808510638298,0.9771830985915493,0.8083692854933607,0,1373,241,1226,15
46,The Legend of Zelda: A Link to the Past,Nintendo,"action adventure, fantasy",Capcom,Nintendo,0,0,2002,12,1,0.9545454545454546,0.9255319148936172,0.9666666666666667,0.8933333333333333,1,1070,518,262,0
47,The Legend of Zelda: Majora's Mask,Nintendo,"action adventure, fantasy",Nintendo,Nintendo,1,0,2000,10,1,0.9545454545454546,0.9361702127659576,1.0,0.9083820662768031,1,1070,2078,262,0
48,The Last of Us,PlayStation,"action adventure, adventure, general, modern",Naughty Dog,SCEA,8,1,2013,6,4,0.9545454545454546,0.946808510638298,0.9897959183673469,0.9111126951315133,1,1332,2021,232,47
49,Madden NFL 2003,"Old Platform, PC, PlayStation, Xbox","football, sim, sports, traditional",EA Sports,EA Sports,2,0,2002,8,1,0.9204545454545454,0.7393617021276596,0.9583333333333334,0.6747250497250497,0,468,915,1120,31
50,The Last of Us Remastered,PlayStation,"action adventure, general, modern",Naughty Dog,SCEA,8,1,2014,7,4,0.9545454545454546,0.946808510638298,0.9857142857142858,0.9231216316178802,1,1332,2021,288,47
51,Portal 2,"PC, PlayStation, Xbox","action, arcade, first-person, sci-fi, shooter",Valve Software,Valve Software,0,0,2011,4,2,0.9545454545454546,0.9113475177304967,0.9823663990330657,0.8928949014217071,0,1669,3305,518,43
52,Metal Gear Solid V: The Phantom Pain,"PC, PlayStation, Xbox","action adventure, modern, open-world",Kojima Productions,Konami,16,1,2015,9,4,0.931818181818182,0.8085106382978724,0.9922480620155039,0.7260985520937923,0,857,1630,323,43
53,Tetris Effect: Connected,"Nintendo, Xbox","puzzle, stacking",Monstars Inc.,Enhance Games,8,1,2020,11,1,0.9090909090909091,0.8031914893617023,1.0,0.7540889526542325,0,498,1949,1268,25
54,World of Goo,"Nintendo, PC, Wii","action, general, miscellaneous, puzzle",2D Boy,2D Boy,4,1,2008,10,1,0.8901515151515151,0.847517730496454,0.9722222222222222,0.7849090880351288,0,15,29,647,16
55,BioShock Infinite,"PC, PlayStation, Xbox","action, arcade, first-person, sci-fi, shooter",Irrational Games,2K Games,0,0,2013,3,4,0.9393939393939394,0.8758865248226951,0.9797979797979798,0.826943190772511,0,16,1517,518,43
56,Final Fantasy IX,"Nintendo, PC, PlayStation","console-style rpg, role-playing",SquareSoft,Square EA,1,0,2000,11,3,0.837121212121212,0.8687943262411348,0.879585326953748,0.8258922737483546,0,1458,2876,1045,12
57,Call of Duty: Modern Warfare 2,"PlayStation, Xbox","action, arcade, first-person, modern, shooter",Infinity Ward,Activision,18,1,2009,11,4,0.9431818181818181,0.6755319148936171,1.0,0.5887502942448783,0,59,1469,511,50
58,God of War,"PC, PlayStation","action adventure, linear",SCE Santa Monica,Sony Interactive Entertainment,0,0,2005,3,4,0.9393939393939394,0.9078014184397164,0.9900000000000001,0.8781052179589993,0,1430,2607,318,40
59,Tony Hawk's Pro Skater 4,"Old Platform, PC, PlayStation, Xbox","alternative, skateboarding, sports",Neversoft Entertainment,Activision,8,1,2002,10,3,0.90625,0.8271276595744682,0.99,0.753212830591856,0,59,2045,805,31
60,Devil May Cry,"Nintendo, PlayStation","action adventure, fantasy",Capcom,Capcom,1,0,2001,10,4,0.8295454545454546,0.8351063829787235,0.7272727272727273,0.7744540491355778,0,267,518,262,19
61,Call of Duty 4: Modern Warfare,"Nintendo, PC, PlayStation, Xbox","action, arcade, first-person, modern, shooter",Infinity Ward,Activision,18,1,2007,11,4,0.8835227272727273,0.8058510638297873,0.9090909090909091,0.738282203956731,0,59,1469,511,15
62,Madden NFL 2002,"Old Platform, PC, PlayStation, Xbox","football, sim, sports, traditional",EA Sports,EA Sports,8,1,2001,8,1,0.8568181818181818,0.6936170212765959,0.8327777777777777,0.5875507702146419,0,468,915,1120,31
63,The Legend of Zelda: Ocarina of Time 3D,Nintendo,"action adventure, compilation, fantasy, miscellaneous, open-world",GREZZO,Nintendo,0,0,2011,6,2,0.9431818181818181,0.9361702127659576,0.9882352941176471,0.9031216361679225,1,1070,1152,255,0
64,Chrono Cross,PlayStation,"console-style rpg, role-playing",SquareSoft,Square EA,1,0,2000,8,3,0.9431818181818181,0.9042553191489364,1.0,0.860125260960334,1,1458,2876,1045,47
65,Celeste,"Nintendo, PC, PlayStation, Xbox","2d, action, platformer",Matt Makes Games Inc.,Matt Makes Games Inc.,0,0,2018,1,2,0.9119318181818181,0.8297872340425534,0.9861111111111112,0.7871165067959955,0,937,1826,61,15
66,Madden NFL 2004,"Nintendo, Old Platform, PC, PlayStation, Xbox","football, sim, sports, traditional",EA Tiburon,EA Sports,8,1,2003,8,1,0.8772727272727273,0.7446808510638299,0.823243933588761,0.6272411666900548,0,468,917,1120,5
67,Gears of War,Xbox,"action, arcade, sci-fi, shooter, third-person",Epic Games,Microsoft Game Studios,8,1,2006,11,4,0.9431818181818181,0.8617021276595747,1.0,0.8097972972972973,1,964,978,544,53
68,The Elder Scrolls IV: Oblivion,"PC, PlayStation, Xbox","first-person, role-playing, western-style",Bethesda Softworks,2K Games,0,0,2006,3,4,0.9393939393939394,0.8829787234042555,1.0,0.8309768510886979,0,16,331,1108,43
69,Sid Meier's Civilization II,PC,"4x, general, historic, strategy, turn-based",MPS Labs,MicroProse,1,0,1996,2,2,0.9431818181818181,0.8936170212765958,1.0,0.8472222222222222,1,961,1761,201,39
70,Quake,"Nintendo, PC","action, arcade, first-person, sci-fi, shooter",id Software,id Software,16,1,1996,6,4,0.8295454545454546,0.7925531914893618,0.75,0.6637789701169983,0,1794,3536,518,11
71,Halo 3,Xbox,"action, arcade, first-person, sci-fi, shooter",Bungie Software,Microsoft Game Studios,4,1,2007,9,4,0.9431818181818181,0.8404255319148937,0.9883720930232558,0.7733999260081391,1,964,483,518,53
72,Ninja Gaiden Black,Xbox,"action adventure, fantasy",Team Ninja,Tecmo,1,0,2005,9,4,0.9431818181818181,0.8936170212765958,0.96875,0.8523809523809524,1,1537,3036,262,53
73,Street Fighter IV,"PC, PlayStation, Xbox","2d, 3d, action, fighting",Capcom,Capcom,2,1,2009,2,3,0.9280303030303031,0.7659574468085107,0.9956709956709956,0.6455628510707717,0,267,518,7,43
74,Super Mario Advance 4: Super Mario Bros. 3,Nintendo,"2d, action, platformer",Nintendo,Nintendo,4,1,2003,10,1,0.9431818181818181,0.9148936170212768,1.0,0.9077490774907749,1,1070,2078,61,0
75,Jet Grind Radio,"Nintendo, Old Platform","3d, action, platformer",Smilebit,Sega,0,0,2000,10,3,0.8295454545454546,0.8297872340425534,0.8181818181818181,0.797979797979798,0,1373,2794,154,1
76,Metal Gear Solid,"PC, PlayStation","action adventure, modern",KCEJ,Konami,1,0,1998,10,4,0.8806818181818181,0.8829787234042555,0.8880434782608695,0.8456373119531014,0,857,1578,322,40
77,Grim Fandango,PC,"3d, adventure, fantasy, general, third-person",LucasArts,LucasArts,0,0,1998,10,3,0.9431818181818181,0.9255319148936172,1.0,0.8979591836734694,1,901,1734,169,39
78,Tom Clancy's Splinter Cell Chaos Theory,"Old Platform, PlayStation, Xbox","action adventure, modern",Ubisoft Montreal,Ubisoft,4,1,2005,3,4,0.8674242424242423,0.8794326241134752,0.9174876847290641,0.838808572455565,0,1641,3250,322,36
79,Resident Evil Code: Veronica,Old Platform,"action adventure, survival",NexTech,Capcom,0,0,2000,2,4,0.9431818181818181,0.968085106382979,1.0,0.9423631123919308,0,267,2053,335,26
80,The Witcher 3: Wild Hunt - Complete Edition,"PlayStation, Xbox","action rpg, role-playing",CD Projekt Red Studio,CD Projekt Red Studio,0,0,2022,12,4,0.9431818181818181,0.8351063829787235,0.9838709677419355,0.8044899738448126,0,254,498,364,50
81,Burnout 3: Takedown,"PlayStation, Xbox","arcade, driving, racing",Criterion Games,EA Games,8,1,2004,9,3,0.9375,0.8563829787234044,1.0,0.8254483889741284,0,467,697,856,50
82,Diablo,PC,"action rpg, role-playing",Blizzard Entertainment,Blizzard Entertainment,4,1,1996,12,4,0.9431818181818181,0.8829787234042554,1.0,0.8507795100222717,1,207,402,364,39
83,God of War: Ragnarok,PlayStation,"action adventure, general, open-world",SCE Santa Monica,PlayStation Studios,0,0,2022,11,4,0.9431818181818181,0.8085106382978725,0.9929078014184397,0.7570178874526701,1,1202,2607,291,47
84,Metal Gear Solid 3: Subsistence,PlayStation,"action adventure, modern",Aspect,Konami,8,1,2006,3,4,0.9431818181818181,0.8297872340425533,0.9811320754716981,0.8076923076923077,1,857,230,322,47
85,Metal Gear Solid 4: Guns of the Patriots,PlayStation,"action adventure, general, modern",Kojima Productions,Konami,16,1,2008,6,4,0.9431818181818181,0.9042553191489364,1.0,0.8601626016260162,1,857,1630,288,47
86,NCAA Football 2004,"Old Platform, PlayStation, Xbox","football, sim, sports, traditional",EA Sports,EA Sports,8,1,2003,7,1,0.9015151515151515,0.7836879432624114,1.0,0.7509018759018758,0,468,915,1120,36
87,Star Wars: Knights of the Old Republic,"Nintendo, PC, Xbox","role-playing, third-person",BioWare,LucasArts,1,0,2003,7,3,0.8977272727272728,0.8865248226950356,0.9358974358974358,0.8657887089442671,0,901,355,1276,18
88,Sid Meier's Civilization IV,PC,"4x, historic, strategy, turn-based",Firaxis Games,2K Games,0,1,2005,10,2,0.9431818181818181,0.8404255319148937,1.0,0.7879310344827586,1,16,1049,206,39
89,Virtua Fighter 4,PlayStation,"3d, action, fighting",Sega AM2,Sega,2,0,2002,3,3,0.9431818181818181,0.8191489361702129,1.0,0.7425742574257426,1,1373,2686,143,47
90,Super Mario 64,Nintendo,"3d, action, platformer",Nintendo,Nintendo,1,0,1996,9,1,0.9431818181818181,0.9361702127659576,1.0,0.9018441403926234,1,1070,2078,154,0
91,The Witcher 3: Wild Hunt,"PC, PlayStation, Xbox","action rpg, role-playing",CD Projekt Red Studio,Warner Bros. Interactive Entertainment,0,0,2015,5,4,0.9204545454545455,0.9397163120567377,0.9957805907172995,0.9071574945488163,0,1705,498,364,43
92,Super Smash Bros. Brawl,Wii,"2d, 3d, action, fighting",Game Arts,Nintendo,4,1,2008,3,3,0.9318181818181819,0.9042553191489364,0.9876543209876543,0.8717830882352942,1,1070,1167,7,51
93,Company of Heroes,PC,"general, historic, real-time, strategy",Relic,THQ,8,1,2006,9,4,0.9318181818181819,0.8936170212765958,1.0,0.8597938144329897,1,1512,2520,1132,39
94,Gran Turismo 2,PlayStation,"driving, gt / street, racing",Polyphony Digital,SCEA,2,0,1999,11,3,0.9318181818181819,0.9255319148936172,0.9565217391304348,0.8984126984126984,1,1332,2354,1064,47
95,The Last of Us Part II,PlayStation,"action adventure, general, survival",Naughty Dog,SCEA,0,0,2020,6,4,0.9318181818181819,0.5851063829787235,0.9338842975206612,0.5235270341696981,1,1332,2021,305,47
96,Hades,"Nintendo, PC, PlayStation, Xbox","action adventure, linear, roguelike, role-playing",Supergiant Games,Private Division,0,0,2020,9,3,0.9318181818181819,0.8989361702127661,1.0,0.8777299571979866,0,1235,2968,320,15
97,Tom Clancy's Splinter Cell Pandora Tomorrow,"Nintendo, Old Platform, Xbox","action adventure, modern",Ubisoft Shanghai,Ubisoft,4,1,2004,3,3,0.7803030303030303,0.7907801418439718,0.7270175438596492,0.7163661633747567,0,1641,3257,322,10
98,Grand Theft Auto: Chinatown Wars,"Nintendo, PlayStation","action adventure, modern, open-world",Rockstar Leeds,Rockstar Games,0,0,2009,3,4,0.9147727272727273,0.8031914893617023,0.9805194805194806,0.7190318302387269,0,1323,2570,323,19
99,Pac-Man Championship Edition DX,"PlayStation, Xbox","action, adventure, arcade, general",Namco Bandai Games,Namco Bandai Games,0,0,2010,11,1,0.9204545454545455,0.7872340425531916,1.0,0.7328947368421053,0,1043,2014,452,50
100,Street Fighter Alpha 3,"Nintendo, PlayStation","2d, action, fighting",Capcom,Capcom,2,0,1999,4,3,0.875,0.8617021276595747,0.8823529411764706,0.7779220779220779,0,267,518,42,19
101,Dwarf Fortress,PC,"fantasy, general, government, management, simulation, strategy, turn-based",Bay 12 Games,Bay 12 Games,0,0,2022,12,3,0.9318181818181819,0.8617021276595747,1.0,0.8402061855670103,1,155,300,1082,39
102,Half-Life: Alyx,PC,"action, arcade, first-person, shooter",Valve Software,Valve Software,0,0,2020,3,3,0.9318181818181819,0.946808510638298,0.9710144927536232,0.9182344428364689,1,1669,3305,522,39
103,Divinity: Original Sin II - Definitive Edition,"Nintendo, PlayStation, Xbox","role-playing, western-style",Larian Studios Games,Larian Studios Games,4,1,2018,8,4,0.9242424242424242,0.819148936170213,1.0,0.767267892807236,0,866,1673,1278,22
104,Divinity: Original Sin II,PC,"action rpg, role-playing, western-style",Larian Studios Games,Larian Studios Games,4,1,2017,9,3,0.9318181818181819,0.9042553191489364,0.9861111111111112,0.8627946127946128,1,866,1673,368,39
105,Unreal Tournament 2004,PC,"action, arcade, first-person, sci-fi, shooter",Epic Games,Atari,32,1,2004,3,4,0.9318181818181819,0.9042553191489364,1.0,0.8668341708542714,1,122,978,518,39
106,Ori and the Will of the Wisps,"Nintendo, PC, Xbox","2d, action, metroidvania, platformer",Moon Studios,Microsoft Game Studios,0,0,2020,3,1,0.9015151515151515,0.9007092198581561,0.9754588134869825,0.8792410062490648,0,964,1955,57,18
107,Braid,"PC, PlayStation, Xbox","2d, action, platformer",Number None Inc.,Number None Inc.,1,0,2008,8,2,0.9204545454545455,0.851063829787234,1.0,0.7861640479485598,0,1092,2122,61,43
108,God of War II,PlayStation,"action adventure, fantasy",SCE Santa Monica,SCEA,1,0,2007,3,4,0.9318181818181819,0.9361702127659576,0.9857142857142858,0.910360884749709,1,1332,2607,262,47
109,Super Mario 3D World,Wii,"3d, action, platformer",Nintendo,Nintendo,0,0,2013,11,1,0.9318181818181819,0.9148936170212768,0.9759036144578314,0.8855421686746988,1,1070,2078,154,51
110,Starcraft II: Wings of Liberty,PC,"command, real-time, sci-fi, strategy",Blizzard Entertainment,Blizzard Entertainment,4,1,2010,7,3,0.9318181818181819,0.8404255319148937,1.0,0.7895020188425302,1,207,402,1024,39
111,SSX,"PlayStation, Xbox","alternative, snowboarding, sports",EA Sports Big,EA Sports Big,2,0,2000,10,1,0.8446969696969697,0.723404255319149,0.9019471756313862,0.5690296631473103,0,469,916,807,50
112,Minecraft,PC,"3d, action adventure, adventure, fantasy, first-person, sandbox",Mojang AB,Mojang AB,10,1,2011,11,2,0.9318181818181819,0.8297872340425533,1.0,0.7645751633986928,1,995,1936,69,39
113,The Stanley Parable: Ultra Deluxe,"Nintendo, PC, PlayStation, Xbox","3d, adventure, first-person",Crows Crows Crows,Galactic Cafe,0,0,2022,4,2,0.8948863636363636,0.8457446808510638,0.9772727272727273,0.7956778194465705,0,615,703,172,15
114,Undertale,"Nintendo, PC, PlayStation","japanese-style, role-playing",tobyfox,tobyfox,0,0,2015,9,2,0.9242424242424242,0.8156028368794327,0.9582256675279931,0.7573558412923745,0,1817,3570,1226,12
115,Persona 4 Golden,"Nintendo, PlayStation, Xbox","console-style rpg, japanese-style, role-playing",Atlus,Atlus,40,1,2012,11,4,0.9090909090909092,0.8687943262411348,1.0,0.8281487737222268,0,124,241,1042,22
116,Persona 5,PlayStation,"japanese-style, role-playing",Atlus,Atlus,0,0,2017,4,4,0.9318181818181819,0.8936170212765958,0.9897959183673469,0.8628342732399491,1,124,241,1226,47
117,SSX 3,"Nintendo, Old Platform, PlayStation, Xbox","alternative, snowboarding, sports",EA Canada,EA Sports Big,2,0,2003,10,1,0.8409090909090908,0.8430851063829788,0.8054103755323267,0.8221390047135606,0,469,903,807,9
118,Tom Clancy's Splinter Cell,"Nintendo, Old Platform, PC, PlayStation, Xbox","action adventure, modern",Ubisoft Montreal,Ubisoft,1,0,2002,11,3,0.8727272727272728,0.8574468085106384,0.9261904761904761,0.8201437916697933,0,1641,3250,322,5
119,Quake III Arena,Old Platform,"action, first-person, sci-fi, shooter",Raster,Sega,0,0,2000,10,4,0.9318181818181819,0.8617021276595747,1.0,0.7843137254901961,0,1373,2458,621,26
120,Homeworld,PC,"command, general, real-time, sci-fi, strategy",Relic,Sierra Entertainment,8,1,1999,8,1,0.9318181818181819,0.9042553191489364,1.0,0.8627450980392157,1,1389,2520,1021,39
121,Okami,"PlayStation, Wii","action adventure, fantasy",Clover Studio,Capcom,1,0,2006,9,3,0.9147727272727273,0.920212765957447,0.9782608695652174,0.8861651169343476,0,267,606,262,48
122,Fallout 3,"PC, PlayStation, Xbox","first-person, role-playing, western-style",Bethesda Game Studios,Bethesda Softworks,0,0,2008,10,4,0.912878787878788,0.8404255319148938,0.9635025062656641,0.778001667180282,0,167,330,1108,43
123,Gears of War 2,Xbox,"action, arcade, sci-fi, shooter, third-person",Epic Games,Microsoft Game Studios,2,0,2008,11,4,0.9318181818181819,0.8085106382978725,1.0,0.765409934171155,1,964,978,544,53
124,SoulCalibur II,"Old Platform, PlayStation, Xbox","3d, action, fighting",Namco,Namco,2,0,2003,8,3,0.9242424242424242,0.9042553191489363,0.9914529914529915,0.8635482010238661,0,1042,2013,143,36
125,World Soccer Winning Eleven 6 International,PlayStation,"sim, soccer, sports, traditional",KCET,Konami,8,1,2003,3,1,0.9318181818181819,0.8617021276595747,1.0,0.8125,1,857,1581,1286,47
126,NFL 2K3,"Old Platform, PlayStation","football, sim, sports, traditional",Visual Concepts,Sega,2,0,2002,8,1,0.9261363636363636,0.6861702127659575,1.0,0.5880952380952381,0,1373,3344,1120,33
127,Mass Effect 3,"PC, PlayStation, Xbox","action rpg, role-playing",BioWare,Electronic Arts,4,1,2012,3,4,0.9166666666666666,0.599290780141844,1.0,0.5212357108985538,0,485,355,364,43
128,Skies of Arcadia,Old Platform,"console-style rpg, role-playing",Overworks,Sega,0,0,2000,11,3,0.9318181818181819,0.9042553191489364,1.0,0.9136690647482014,0,1373,2191,1045,26
