,game_name,platform,genres,develeoper,publisher,max_players,online_game,release_year,release_month,rating,meta_score,user_score,critic_positive_normelize,user_positive_normelize,exclusive_game,publisher_labeled,develeoper_labeled,genres_labeled,platform_labeled
1693,Forza Horizon 2: Storm Island,Xbox,"automobile, driving, gt / street, racing, simulation",Playground Games,Microsoft Game Studios,0,0,2014,12,2,0.8068181818181819,0.7659574468085107,0.8421052631578947,0.7395833333333334,1,964,2329,892,53
1694,Super Stardust Delta,PlayStation,"action, general, shoot-'em-up, shooter, static, top-down",Housemarque,SCEA,0,0,2012,2,1,0.8068181818181819,0.8191489361702129,0.9285714285714286,0.7435897435897436,1,1332,1391,669,47
1695,Act of War: Direct Action,PC,"general, military, real-time, strategy",Eugen Systems,Atari,8,1,2005,3,3,0.8068181818181819,0.8191489361702129,0.8837209302325582,0.7413793103448276,1,122,984,1148,39
1696,Madden NFL 18,"PlayStation, Xbox","football, sim, sports, team",Electronic Arts,Electronic Arts,6,1,2017,8,1,0.8068181818181819,0.3936170212765958,0.8113636363636363,0.2719679093912223,0,485,954,1118,50
1697,South Park: The Stick of Truth,Xbox,"general, role-playing",Obsidian Entertainment,Ubisoft,0,0,2014,3,4,0.8068181818181819,0.8617021276595747,0.9090909090909091,0.8527315914489311,1,1641,2138,1182,53
1698,Geometry Wars 3: Dimensions,"PC, Xbox","action, shoot-'em-up, shooter, static, top-down",Lucid Games,Sierra Games,0,0,2014,11,1,0.7897727272727273,0.696808510638298,0.8518518518518519,0.6334586466165414,0,1390,1736,711,46
1699,SUPERHOT: MIND CONTROL DELETE,"PC, PlayStation, Xbox","action, first-person, shooter, tactical",SUPERHOT,SUPERHOT,0,0,2020,7,3,0.7727272727272728,0.6418439716312058,0.7254901960784313,0.38989361702127656,0,1346,2636,623,43
1700,Flat Heroes,Nintendo,"2d, action, platformer",Parallel Circles,Parallel Circles,0,0,2018,8,1,0.8068181818181819,0.8191489361702129,0.9230769230769231,0.7647058823529411,1,1156,2235,61,0
1701,Horizon Chase Turbo,"Nintendo, PC, PlayStation, Xbox","arcade, automobile, racing",Aquiris Game Studio,Aquiris Game Studio,0,0,2018,5,1,0.7670454545454546,0.8005319148936172,0.7635416666666667,0.739462648584828,0,100,184,839,15
1702,RiME,"Nintendo, PC, PlayStation, Xbox","3d, action, adventure, general, third-person",Tequila Works,Tequila Works,0,0,2017,5,2,0.7386363636363638,0.7260638297872342,0.6160476949950633,0.5979774872974424,0,1545,3061,122,15
1703,Tekken 7,"PC, PlayStation, Xbox","3d, action, fighting",Bandai Namco Games,Bandai Namco Games,0,1,2017,6,3,0.8030303030303031,0.6631205673758865,0.9146142600089968,0.5373677109034568,0,151,288,143,43
1704,Runbow,"Nintendo, PlayStation, Wii","2d, action, general, platformer",13AM Games,13AM Games,9,1,2015,8,1,0.7537878787878789,0.6737588652482271,0.6499872676343265,0.5670893652040548,0,7,9,49,20
1705,Ghosts 'n Goblins Resurrection,"Nintendo, PlayStation, Xbox","2d, action, platformer",Capcom,Capcom,0,0,2021,2,3,0.7272727272727274,0.5957446808510639,0.6332582582582583,0.5787396862350277,0,267,518,61,22
1706,Mortal Kombat 11,"Nintendo, PC, PlayStation","2d, action, fighting",NetherRealm Studios,Warner Bros. Interactive Entertainment,8,1,2019,4,4,0.7916666666666666,0.3617021276595745,0.8086978381096027,0.29226796744804306,0,1705,2042,42,12
1707,Sokobond,PC,"action, miscellaneous, puzzle",Alan Hazelden & Harry Lee,Alan Hazelden & Harry Lee,0,0,2013,8,3,0.8068181818181819,0.7765957446808511,0.5714285714285714,0.625,1,74,128,692,39
1708,Quell Memento,PlayStation,"logic, miscellaneous, puzzle",Fallen Tree Games,Fallen Tree Games,0,0,2013,6,1,0.8068181818181819,0.7765957446808511,0.8571428571428571,0.7857142857142857,1,529,1026,1231,47
1709,MotoHeroz,Wii,"arcade, automobile, driving, racing",RedLynx,RedLynx,4,1,2011,9,1,0.8068181818181819,0.7659574468085107,0.75,0.75,1,1289,2507,834,51
1710,Mario vs. Donkey Kong: Minis March Again!,Nintendo,"2d, action, platformer",Nintendo,Nintendo,1,0,2009,6,1,0.8068181818181819,0.8085106382978725,0.9166666666666666,0.7142857142857143,1,1070,2078,61,0
1711,A Plague Tale: Requiem,"PC, PlayStation","action adventure, linear",Asobo Studio,Focus Entertainment,0,0,2022,10,4,0.8068181818181819,0.8351063829787235,0.8282732447817837,0.7784323517324969,0,562,229,318,40
1712,Zone of the Enders: The 2nd Runner,PlayStation,"mech, sci-fi, simulation",KCEJ,Konami,2,0,2003,3,4,0.8068181818181819,0.8936170212765958,0.8181818181818182,0.8888888888888888,1,857,1578,1241,47
1713,CrossCode,"Nintendo, PlayStation","action rpg, role-playing",Radical Fish Games,Radical Fish Games,0,0,2020,7,3,0.8011363636363638,0.7659574468085107,0.8421052631578947,0.6965491372843211,0,1259,2444,364,19
1714,F1 2016,PlayStation,"automobile, racing, simulation",Codemasters,Codemasters,22,1,2016,8,1,0.8068181818181819,0.8085106382978725,0.9591836734693877,0.7984496124031008,1,320,617,900,47
1715,Viva Pinata: Trouble in Paradise,Xbox,"miscellaneous, simulation, virtual, virtual life",Rare Ltd.,Microsoft Game Studios,0,0,2008,9,1,0.8068181818181819,0.8297872340425533,0.84375,0.7361111111111112,1,964,2456,1254,53
1716,Sam & Max Episode 105: Reality 2.0,PC,"3d, adventure, general, point-and-click, third-person",Telltale Games,GameTap,0,0,2007,3,3,0.8068181818181819,0.7659574468085107,0.8695652173913043,0.7083333333333334,1,628,3055,185,39
1717,Ruiner,"Nintendo, PC, PlayStation, Xbox","action, arcade, general, shooter, third-person",Reikon Games,Devolver Digital,0,0,2017,9,4,0.7414772727272727,0.7845744680851064,0.7188008130081301,0.6722455583991692,0,413,2515,532,15
1718,One Step From Eden,"Nintendo, PC","defense, real-time, strategy",Thomas Moon Kang,Thomas Moon Kang,0,1,2020,3,3,0.7613636363636365,0.8510638297872342,0.6031746031746031,0.8070500927643784,0,1578,3120,1058,11
1719,Blazing Chrome,"Nintendo, PC, PlayStation, Xbox","2d, action, platformer",JoyMasher,The Arcade Crew,2,0,2019,7,3,0.7727272727272728,0.7872340425531916,0.7820553221288515,0.6946941946941948,0,1552,1558,61,15
1720,Operencia: The Stolen Sun,"Nintendo, PC, Xbox","action rpg, role-playing",Zen Studios,Zen Studios,0,0,2019,3,3,0.7803030303030304,0.7163120567375887,0.8398148148148148,0.6496392496392497,0,1768,3483,364,18
1721,NHL 19,"PlayStation, Xbox","ice hockey, sim, sports, team",EA Sports,Electronic Arts,12,1,2018,9,2,0.7954545454545455,0.5691489361702129,0.8370689655172414,0.43941447546760637,0,485,915,1216,50
1722,Bejeweled 3,"Nintendo, PC, Xbox","matching, miscellaneous, puzzle",PopCap,PopCap,0,0,2010,12,1,0.7651515151515152,0.819148936170213,0.7872744539411206,0.721953188054883,0,1227,2360,1239,18
1723,Dangerous Waters,PC,"combat, marine, simulation, submarine",Sonalysts,Strategy First,32,1,2005,2,3,0.8068181818181819,0.872340425531915,0.7916666666666666,0.8709677419354839,1,1477,2827,1011,39
1724,LEGO The Lord of the Rings,"PlayStation, Xbox","action adventure, adventure, compilation, general, linear, miscellaneous",TT Games,Warner Bros. Interactive Entertainment,0,0,2012,10,2,0.6931818181818182,0.7517730496453902,0.6190476190476191,0.6436282935532298,0,1705,3007,220,50
1725,Iron Brigade,"PC, Xbox","action, defense, general, real-time, strategy",Double Fine Productions,Microsoft Game Studios,0,0,2011,6,3,0.7670454545454546,0.7074468085106385,0.6561461794019934,0.6032299741602067,0,964,868,601,46
1726,Peter Jackson's King Kong: The Official Game of the Movie,"Old Platform, PC, PlayStation, Xbox","action adventure, modern",Ubisoft Montpellier,Ubisoft,1,0,2005,11,3,0.7424242424242425,0.7819148936170214,0.6953363982844234,0.6433014354066985,0,1641,3249,322,31
1727,Asheron's Call 2: Fallen Kings,PC,"fantasy, massively multiplayer, massively multiplayer online, role-playing",Turbine Inc.,Microsoft Game Studios,0,0,2002,11,4,0.8068181818181819,0.7340425531914895,0.8181818181818182,0.6363636363636364,1,964,3213,1095,39
1728,Super Monkey Ball Jr.,Nintendo,"general, miscellaneous, puzzle",Realism Ltd,THQ,4,1,2002,11,1,0.8068181818181819,0.7765957446808511,0.85,0.7368421052631579,1,1512,2476,1155,0
1729,WWE SmackDown! Shut Your Mouth,PlayStation,"action, fighting, wrestling",Yuke's,THQ,6,1,2002,10,3,0.8068181818181819,0.8829787234042554,0.8518518518518519,0.8674698795180723,1,1512,3471,606,47
1730,Hotline Miami Collection,Nintendo,"compilation, miscellaneous",Dennaton,Devolver Digital,0,0,2019,8,4,0.8068181818181819,0.8191489361702129,0.9090909090909091,0.7428571428571429,1,413,803,1033,0
1731,Yakuza Kiwami 2,PC,"action adventure, open-world",Ryu ga Gotoku Studios,Sega,0,0,2019,5,4,0.8068181818181819,0.8404255319148937,0.85,0.7986111111111112,1,1373,2602,325,39
1732,Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,Nintendo,"strategy, tactics, turn-based",Ubisoft Milan,Ubisoft,0,0,2018,6,2,0.8068181818181819,0.8404255319148937,0.9032258064516129,0.8260869565217391,1,1641,3248,1293,0
1733,Gemini Rue: Verschworung auf Barracus,PC,"adventure, general, point-and-click, sci-fi, third-person",Wadjet Eye Games,Wadjet Eye Games,0,0,2011,2,3,0.8068181818181819,0.8510638297872343,0.875,0.8198198198198198,1,1696,3374,756,39
1734,Azure Striker Gunvolt 3,Nintendo,"2d, action, platformer",Inti Creates,Inti Creates,0,0,2022,7,3,0.8068181818181819,0.6808510638297873,0.8571428571428571,0.6153846153846154,1,796,1496,61,0
1735,Tadpole Treble Encore,Nintendo,"action, adventure, general, music, rhythm",BitFinity,BitFinity,0,0,2021,1,1,0.8068181818181819,0.797872340425532,0.9333333333333333,0.8333333333333334,1,185,361,461,0
1736,Sonic CD,"PlayStation, Xbox","2d, action, platformer",Sega,Sega,0,0,2011,12,1,0.7954545454545455,0.7765957446808511,0.8416666666666667,0.7353479853479854,0,1373,2685,61,50
1737,Borderlands 3,"PC, PlayStation, Xbox","action, arcade, first-person, shooter",Gearbox Software,2K Games,4,1,2019,9,4,0.787878787878788,0.5921985815602838,0.820295451221296,0.4938827762435829,0,16,1208,522,43
1738,Pro Evolution Soccer 2015,"PC, PlayStation, Xbox","action, general, sim, soccer, sports, team, traditional",Konami,Konami,22,1,2014,11,1,0.7954545454545455,0.6560283687943264,0.7698412698412698,0.5101189662245317,0,857,1631,673,43
1739,Dyad,PlayStation,"arcade, driving, futuristic, racing",Right Square Bracket Left Square Bracket Games,SCEA,0,0,2012,7,1,0.8068181818181819,0.6063829787234043,0.8787878787878788,0.4807692307692308,1,1332,2547,849,47
1740,Antichamber,PC,"general, miscellaneous, puzzle",Demruth,Demruth,0,0,2013,1,3,0.8068181818181819,0.8510638297872343,0.88,0.7806451612903226,1,407,799,1155,39
1741,Sonic & All-Stars Racing Transformed,"Nintendo, PlayStation, Wii, Xbox","arcade, automobile, driving, kart, other, racing",Sumo Digital,Sega,10,1,2012,11,2,0.7386363636363636,0.7765957446808512,0.6767578035999089,0.712180246341813,0,1373,2950,827,21
1742,Gears Tactics,"PC, Xbox","strategy, tactics, turn-based",Splash Damage,Microsoft,0,0,2020,4,4,0.7954545454545455,0.7553191489361704,0.8735507246376812,0.6914907291365404,0,963,2861,1293,46
1743,Neverwinter Nights 2,PC,"pc-style rpg, role-playing, western-style",Obsidian Entertainment,Atari,0,1,2006,10,3,0.8068181818181819,0.6808510638297873,0.8260869565217391,0.524812030075188,1,122,2138,1266,39
1744,Mega Man Powered Up,PlayStation,"2d, action, platformer",Capcom,Capcom,24,1,2006,3,1,0.8068181818181819,0.8617021276595747,0.9285714285714286,0.8217821782178217,1,267,518,61,47
1745,Darkstalkers Resurrection,"PlayStation, Xbox","2d, action, compilation, fighting, miscellaneous",Iron Galaxy Studios,Capcom,8,1,2013,3,3,0.7954545454545455,0.7127659574468086,0.9045454545454545,0.7121212121212122,0,267,1510,40,50
1746,Dreamscaper,"Nintendo, PC","action rpg, role-playing",Afterburner Studios,Afterburner Studios,0,0,2021,8,2,0.7954545454545455,0.7340425531914894,0.9083333333333333,0.6025641025641025,0,66,118,364,11
1747,Dragon Age: Origins - Awakening,"PC, PlayStation, Xbox","pc-style rpg, role-playing, western-style",BioWare,Electronic Arts,0,0,2010,3,4,0.7916666666666666,0.8085106382978724,0.8969466677446304,0.7192943647521842,0,485,355,1266,43
1748,Shadowverse: Champion's Battle,Nintendo,"card battle, strategy, turn-based",Cygames,XSEED Games,2,0,2021,8,3,0.8068181818181819,0.8191489361702129,0.8333333333333334,0.7931034482758621,1,1741,726,963,0
1749,Danganronpa: Trigger Happy Havoc,"PC, PlayStation","adventure, visual novel",Spike Chunsoft,Spike Chunsoft,0,0,2014,2,3,0.7954545454545455,0.8936170212765959,0.8863636363636364,0.857777949922965,0,1447,2855,779,40
1750,Hearthstone: Heroes of Warcraft - Blackrock Mountain,PC,"card battle, strategy, turn-based",Blizzard Entertainment,Blizzard Entertainment,0,0,2015,4,3,0.8068181818181819,0.5531914893617023,0.8888888888888888,0.3835616438356164,1,207,402,963,39
1751,Rome: Total War Barbarian Invasion,PC,"general, historic, real-time, strategy",Creative Assembly,Sega,8,1,2005,9,3,0.8068181818181819,0.8617021276595747,0.8636363636363636,0.784,1,1373,685,1132,39
1752,Gradius V,PlayStation,"action, scrolling, shooter",Treasure,Konami,2,0,2004,9,3,0.8068181818181819,0.9042553191489364,0.7608695652173914,0.8846153846153846,1,857,3186,710,47
1753,Sega Ages: Virtua Racing,Nintendo,"arcade, automobile, racing",Sega AM2,Sega,0,0,2019,6,1,0.8068181818181819,0.8085106382978725,1.0,0.7619047619047619,1,1373,2686,839,0
1754,NCAA Football 12,"PlayStation, Xbox","football, sim, sports, team, traditional",EA Sports,EA Sports,0,1,2011,7,1,0.8068181818181819,0.6329787234042554,0.8023529411764705,0.43205574912891986,0,468,915,1119,50
1755,The Darkness,"PlayStation, Xbox","action, arcade, first-person, modern, shooter",Starbreeze,2K Games,8,1,2007,6,4,0.7954545454545455,0.8031914893617023,0.807936507936508,0.706555729283002,0,16,2885,511,50
1756,Eastward,"Nintendo, PC","general, role-playing",Pixpil,Chucklefish,0,0,2021,9,3,0.7840909090909092,0.7500000000000001,0.7723214285714286,0.6243497398959583,0,303,2311,1182,11
1757,I Expect You To Die,PlayStation,"3d, adventure, first-person",Schell Games,Schell Games,0,0,2016,12,2,0.8068181818181819,0.7659574468085107,0.8823529411764706,0.7288135593220338,1,1361,2666,172,47
1758,Etrian Odyssey 2 Untold: The Fafnir Knight,Nintendo,"japanese-style, role-playing, western-style",Atlus,Atlus,0,0,2015,8,3,0.8068181818181819,0.8191489361702129,0.8780487804878049,0.803030303030303,1,124,241,1229,0
1759,Disgaea DS,Nintendo,"fantasy, strategy, tactics, turn-based",Nippon Ichi Software,NIS America,0,0,2008,9,3,0.8068181818181819,0.8297872340425533,0.9375,0.7954545454545454,1,1036,2081,1100,0
1760,Lunar Knights,Nintendo,"action rpg, role-playing",Kojima Productions,Konami,1,0,2007,2,2,0.8068181818181819,0.797872340425532,0.8717948717948718,0.6538461538461539,1,857,1630,364,0
1761,LEGO Star Wars: The Skywalker Saga,"Nintendo, PC, PlayStation, Xbox","action adventure, general",Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,0,0,2022,4,2,0.7954545454545455,0.7845744680851066,0.8846275482897874,0.6936294129720855,0,1705,3382,275,15
1762,Blasphemous,"Nintendo, PC, PlayStation, Xbox","action, action adventure, metroidvania, open-world, platformer",The Game Kitchen,Team17,0,0,2019,9,4,0.7670454545454546,0.771276595744681,0.782986111111111,0.7120137981074391,0,1534,3092,434,15
1763,Hacknet,PC,"general, miscellaneous",Orann,Surprise Attack,0,0,2015,8,3,0.8068181818181819,0.797872340425532,0.8571428571428571,0.7236842105263158,1,1501,2164,1150,39
1764,The Walking Dead: Season Two Episode 3 - In Harm's Way,"PC, PlayStation, Xbox","action, adventure, general, point-and-click",Telltale Games,Telltale Games,0,0,2014,5,4,0.7954545454545455,0.8120567375886526,0.8568376068376069,0.7738234475076581,0,1541,3055,462,43
1765,Test Drive Unlimited,"PC, PlayStation, Xbox","automobile, driving, gt / street, racing, simulation",Eden Studios,Atari,8,1,2006,9,2,0.7727272727272727,0.8297872340425533,0.8529710144927537,0.7093832348981164,0,122,939,892,43
1766,Tales of Monkey Island Chapter 3: Lair of the Leviathan,PC,"3d, adventure, fantasy, general, third-person",Telltale Games,Telltale Games,0,0,2009,9,2,0.8068181818181819,0.7872340425531916,0.8787878787878788,0.6578947368421053,1,1541,3055,169,39
1767,Gerda: A Flame in Winter,PC,"3d, adventure, third-person",PortaPlay,DONTNOD Entertainment,0,0,2022,9,3,0.8068181818181819,0.7765957446808511,0.7777777777777778,0.75,1,380,2364,195,39
1768,The Walking Dead: A Telltale Games Series - The Complete First Season,PlayStation,"adventure, compilation, miscellaneous, point-and-click",Telltale Games,Telltale Games,0,0,2013,8,4,0.8068181818181819,0.8191489361702129,0.5714285714285714,0.7954545454545454,1,1541,3055,730,47
1769,Blur,"PC, PlayStation, Xbox","arcade, automobile, driving, racing",Bizarre Creations,Activision,20,1,2010,5,2,0.7992424242424243,0.8085106382978724,0.8824417919245505,0.7024547554871005,0,59,366,834,43
1770,FIFA 15,"PC, PlayStation, Xbox","sim, soccer, sports, team, traditional",EA Sports,Electronic Arts,22,1,2014,9,1,0.806818181818182,0.521276595744681,0.8527115122859804,0.35531861761603273,0,485,915,1285,43
1771,Neverwinter Nights 2: Mask of The Betrayer,PC,"pc-style rpg, role-playing, western-style",Obsidian Entertainment,Atari,4,1,2007,10,3,0.8068181818181819,0.872340425531915,0.88,0.8214285714285714,1,122,2138,1266,39
1772,Sins of a Solar Empire: Rebellion,PC,"general, strategy",Ironclad Games,Stardock,0,1,2012,6,3,0.8068181818181819,0.8085106382978725,0.8333333333333334,0.7083333333333334,1,1466,1515,1196,39
1773,Broken Sword: The Sleeping Dragon,"PC, Xbox","3d, adventure, modern, third-person",Revolution Software,The Adventure Company,0,0,2003,11,3,0.7784090909090909,0.8031914893617023,0.7395833333333333,0.6640625,0,1551,2539,191,46
1774,Age of Wonders: Shadow Magic,PC,"fantasy, general, strategy, turn-based",Triumph Studios,Gathering,8,1,2003,7,3,0.8068181818181819,0.9042553191489364,0.8636363636363636,0.8682170542635659,1,646,3207,1092,39
1775,ATV Offroad Fury 2,PlayStation,"driving, racing, rally / offroad",Rainbow Studios,SCEA,4,1,2002,11,1,0.8068181818181819,0.8936170212765958,0.8076923076923077,0.8611111111111112,1,1332,2452,1071,47
1776,Mega Man Zero,Nintendo,"2d, action, platformer",Inti,Capcom,1,0,2002,9,1,0.8068181818181819,0.9042553191489364,0.8823529411764706,0.8623853211009175,1,267,1495,61,0
1777,SOCOM: U.S. Navy SEALs,PlayStation,"action, modern, shooter, tactical, third-person",Zipper Interactive,SCEA,16,1,2002,8,4,0.8068181818181819,0.8191489361702129,0.7380952380952381,0.7473684210526316,1,1332,3493,696,47
1778,Tom Clancy's Ghost Recon: Desert Siege,PC,"action, first-person, modern, shooter, tactical",Red Storm Entertainment,Ubisoft,0,0,2002,3,4,0.8068181818181819,0.7021276595744682,0.7857142857142857,0.45454545454545453,1,1641,2502,618,39
1779,Warlords Battlecry II,PC,"fantasy, general, real-time, strategy",Strategic Studies Group,Ubisoft,0,0,2002,3,3,0.8068181818181819,0.8617021276595747,0.8571428571428571,0.7659574468085106,1,1641,2917,1089,39
1780,Ring of Red,PlayStation,"real-time, sci-fi, strategy",Konami,Konami,1,0,2001,3,3,0.8068181818181819,0.9042553191489364,0.7333333333333333,0.8095238095238095,1,857,1631,1269,47
1781,Sairento VR,"PC, PlayStation","action, light gun, shooter",Mixed Realms Pte Ltd,Mixed Realms Pte Ltd,2,0,2018,1,4,0.7840909090909092,0.696808510638298,0.875,0.7023809523809523,0,984,1924,685,40
1782,Football Manager Live,PC,"management, soccer, sports, team, traditional",Sports Interactive,Sega,0,0,2009,1,3,0.8068181818181819,0.29787234042553196,0.9130434782608695,0.2765957446808511,1,1373,2866,1234,39
1783,The Walking Dead: Season Two Episode 2 - A House Divided,"PC, PlayStation, Xbox","action, adventure, general, point-and-click",Telltale Games,Telltale Games,0,0,2014,3,4,0.7954545454545455,0.8191489361702128,0.8119047619047618,0.7755438859714928,0,1541,3055,462,43
1784,Metro Exodus,"PC, PlayStation, Xbox","action, arcade, first-person, shooter",4A Games,Deep Silver,0,0,2019,2,4,0.7992424242424243,0.7588652482269506,0.8307207777266452,0.684881260046403,0,402,55,522,43
1785,The Talos Principle: Road To Gehenna,PC,"3d, adventure, first-person",Croteam,Devolver Digital,0,0,2015,7,3,0.8068181818181819,0.8191489361702129,0.8823529411764706,0.7941176470588235,1,413,702,172,39
1786,The Outer Worlds,"Nintendo, PC","role-playing, western-style",Obsidian Entertainment,Obsidian Entertainment,0,0,2019,10,4,0.7159090909090909,0.6702127659574468,0.5493197278911565,0.549223724496708,0,1104,2138,1278,11
1787,Stellaris: Utopia,PC,"general, real-time, strategy",Paradox Development Studio,Paradox Interactive,0,0,2017,4,3,0.8068181818181819,0.8191489361702129,0.8,0.813953488372093,1,1154,2230,1175,39
1788,Aquaria,PC,"action adventure, fantasy, general",Bit Blot,Bit Blot,0,0,2007,12,1,0.8068181818181819,0.8404255319148937,0.8571428571428571,0.743801652892562,1,183,359,263,39
1789,Need for Speed: Underground,PC,"automobile, driving, gt / street, racing, simulation",Black Box,Electronic Arts,4,1,2003,11,1,0.8068181818181819,0.8617021276595747,0.8333333333333334,0.8058252427184466,1,485,367,892,39
1790,Bloodstained: Curse of the Moon 2,"Nintendo, PC","2d, action, action adventure, open-world, platformer",Inti Creates,Inti Creates,0,0,2020,7,3,0.7954545454545455,0.8085106382978724,0.8693181818181819,0.7450980392156863,0,796,1496,22,11
1791,TrackMania Sunrise,PC,"arcade, automobile, driving, racing",Nadeo,Enlight Software,32,1,2005,5,1,0.8068181818181819,0.7872340425531916,0.9032258064516129,0.7307692307692307,1,503,2011,834,39
1792,The Life and Suffering of Sir Brante,PC,"adventure, text",Sever,101XP,0,0,2021,3,3,0.8068181818181819,0.872340425531915,0.8571428571428571,0.808695652173913,1,1,2700,778,39
1793,King's Quest Chapter 1: A Knight to Remember,"PC, PlayStation, Xbox","adventure, general",The Odd Gentlemen,Sierra Games,0,0,2015,7,2,0.7803030303030303,0.769503546099291,0.784686328164589,0.6734858992140547,0,1390,3097,745,43
1794,Ape Escape 2,PlayStation,"3d, action, platformer",SCE Japan Studio,Ubisoft,1,0,2003,6,1,0.8068181818181819,0.8617021276595747,0.7419354838709677,0.8181818181818182,1,1641,2606,154,47
1795,Viva Pinata: Pocket Paradise,Nintendo,"miscellaneous, simulation, virtual, virtual life",Rare Ltd.,THQ,2,1,2008,9,1,0.8068181818181819,0.7765957446808511,0.8823529411764706,0.7142857142857143,1,1512,2456,1254,0
1796,Children of Morta,"Nintendo, PC, PlayStation, Xbox","action rpg, adventure, general, role-playing",Dead Mage,Dead Mage,0,1,2019,9,3,0.7897727272727273,0.8484042553191491,0.8090277777777778,0.7974032069962302,0,395,772,336,15
1797,Huntdown,PlayStation,"2d, action, general, platformer",Coffee Stain Studios,Coffee Stain Studios,2,0,2020,5,3,0.8068181818181819,0.7872340425531916,0.9375,0.7627118644067796,1,321,622,49,47
1798,Skullgirls,"PlayStation, Xbox","2d, action, fighting",Reverge Labs,Autumn Games,0,0,2012,4,3,0.7840909090909092,0.6861702127659575,0.8702564102564103,0.6022727272727273,0,132,2536,42,50
1799,Hardspace: Shipbreaker,PC,"career, general, simulation, virtual",Blackbird Interactive,Focus Home Interactive,0,0,2022,5,1,0.8068181818181819,0.7872340425531916,0.8484848484848485,0.6111111111111112,1,563,387,968,39
1800,PixelJunk Shooter 2,PlayStation,"action, general, shoot-'em-up, shooter, static, top-down",Q-Games,SCEA,0,0,2011,3,1,0.8068181818181819,0.7872340425531916,0.8536585365853658,0.6451612903225806,1,1332,2420,669,47
1801,Super Mario 3D All-Stars,Nintendo,"compilation, miscellaneous",Nintendo,Nintendo,0,0,2020,9,1,0.8068181818181819,0.6489361702127661,0.7843137254901961,0.5238693467336684,1,1070,2078,1033,0
1802,Shantae and the Pirate's Curse,"Nintendo, PlayStation, Xbox","2d, action, platformer",WayForward,Rising Star Games,0,0,2014,10,2,0.7689393939393939,0.8262411347517732,0.6296296296296297,0.8185085623257665,0,1316,3387,61,22
1803,The Elder Scrolls V: Skyrim - Dragonborn,Xbox,"first-person, role-playing, western-style",Bethesda Game Studios,Bethesda Softworks,0,0,2012,12,4,0.8068181818181819,0.8404255319148937,0.9210526315789473,0.8210526315789474,1,167,330,1108,53
1804,Galak-Z: The Dimensional,"PC, PlayStation","action, general, scrolling, shoot-'em-up, shooter, vertical",17-Bit,17-Bit,0,0,2015,8,2,0.7840909090909092,0.6755319148936171,0.8809523809523809,0.48681055155875297,0,8,12,667,40
1805,Football Manager 2023,PC,"management, soccer, sports, team",Sports Interactive,Sega,0,0,2022,11,1,0.8068181818181819,0.7127659574468086,0.8387096774193549,0.6190476190476191,1,1373,2866,1233,39
1806,Sportsfriends,PlayStation,"general, miscellaneous, party, party / minigame, sports",Die Gute Fabrik,Die Gute Fabrik,0,0,2014,5,2,0.8068181818181819,0.6382978723404256,0.8095238095238095,0.45454545454545453,1,414,817,1154,47
1807,Dragon Age II,"PC, PlayStation, Xbox","action rpg, pc-style rpg, role-playing",BioWare,Electronic Arts,0,0,2011,3,4,0.7954545454545455,0.4539007092198582,0.807977207977208,0.3022976450920551,0,485,355,361,43
1808,Signalis,"PC, PlayStation, Xbox","action adventure, survival",rose-engine,Humble Games,0,0,2022,10,3,0.7954545454545455,0.8156028368794327,0.8593461496687304,0.7873015873015872,0,759,3558,335,43
1809,Sky: Children of the Light,Nintendo,"action adventure, general",ThatGameCompany,ThatGameCompany,0,0,2021,6,3,0.8068181818181819,0.7127659574468086,0.8461538461538461,0.5925925925925926,1,1550,3073,275,0
1810,Gears 5: Hivebusters,Xbox,"action, arcade, shooter, third-person",The Coalition,Xbox Game Studios,0,0,2020,12,3,0.8068181818181819,0.7872340425531916,0.9230769230769231,0.7404580152671756,1,1744,3081,547,53
1811,Batbarian: Testament of the Primordials,PC,"action adventure, general",Unspeakable Pixels,DANGEN Entertainment,0,0,2020,10,3,0.8068181818181819,0.9042553191489364,1.0,0.9166666666666666,1,378,3281,275,39
1812,Under Night In-Birth Exe:Late[cl-r],"Nintendo, PlayStation","2d, action, fighting",French-Bread,Aksys Games,8,1,2020,2,3,0.7954545454545455,0.696808510638298,0.873015873015873,0.5446428571428572,0,72,1109,42,19
1813,AVICII Invector,"PlayStation, Xbox","action, music, rhythm",Wired Productions,Wired Productions,0,0,2019,12,3,0.7954545454545455,0.7819148936170215,0.8583333333333334,0.6950000000000001,0,1728,3424,698,50
1814,eFootball PES 2020,"PlayStation, Xbox","sim, soccer, sports, team",Konami,Konami,22,1,2019,9,1,0.8068181818181819,0.7446808510638299,0.8888888888888888,0.6741215183922905,0,857,1631,1284,50
1815,SNK 40th Anniversary Collection,"Nintendo, PlayStation, Xbox","compilation, miscellaneous",Digital Eclipse,Other Ocean Interactive,0,0,2018,11,3,0.7613636363636364,0.6914893617021277,0.7008547008547007,0.6083333333333334,0,1123,829,1033,22
1816,Swords & Soldiers II: Shawarmageddon,Nintendo,"general, strategy",Ronimo Games,Ronimo Games,0,1,2019,3,3,0.8068181818181819,0.8404255319148937,0.875,0.75,1,1324,2581,1196,0
